accession	protein_id	datatype
BGC0000011.3	ACH72895.1	GenBank
BGC0000011.3	ACH72894.1	GenBank
BGC0000012.3	BAD83680.1	GenBank
BGC0000012.3	BAD83681.1	GenBank
BGC0000012.3	BAD83682.1	GenBank
BGC0000012.3	BAD83683.1	GenBank
BGC0000012.3	BAD83684.1	GenBank
BGC0000013.3	XP_664675.1	GenBank
BGC0000013.3	XP_664674.1	GenBank
BGC0000014.5	ABK32246.1	GenBank
BGC0000014.5	ABK32247.1	GenBank
BGC0000014.5	ABK32248.1	GenBank
BGC0000014.5	ABK32249.1	GenBank
BGC0000014.5	ABK32250.1	GenBank
BGC0000014.5	ABK32251.1	GenBank
BGC0000014.5	ABK32252.1	GenBank
BGC0000014.5	ABK32253.1	GenBank
BGC0000014.5	ABK32254.1	GenBank
BGC0000014.5	ABK32255.1	GenBank
BGC0000014.5	ABK32256.1	GenBank
BGC0000014.5	ABK32257.1	GenBank
BGC0000014.5	ABK32258.1	GenBank
BGC0000014.5	ABK32259.1	GenBank
BGC0000014.5	ABK32260.1	GenBank
BGC0000014.5	ABK32261.1	GenBank
BGC0000014.5	ABK32262.1	GenBank
BGC0000014.5	ABK32263.1	GenBank
BGC0000014.5	ABK32264.1	GenBank
BGC0000014.5	ABK32265.1	GenBank
BGC0000014.5	ABK32266.1	GenBank
BGC0000014.5	ABK32267.1	GenBank
BGC0000014.5	ABK32268.1	GenBank
BGC0000014.5	ABK32269.1	GenBank
BGC0000014.5	ABK32270.1	GenBank
BGC0000014.5	ABK32271.1	GenBank
BGC0000014.5	ABK32272.1	GenBank
BGC0000014.5	ABK32273.1	GenBank
BGC0000014.5	ABK32274.1	GenBank
BGC0000014.5	ABK32275.1	GenBank
BGC0000014.5	ABK32276.1	GenBank
BGC0000014.5	ABK32277.1	GenBank
BGC0000014.5	ABK32278.1	GenBank
BGC0000014.5	ABK32279.1	GenBank
BGC0000016.4	AAV48834.1	GenBank
BGC0000016.4	AAV48835.1	GenBank
BGC0000016.4	AAV48836.1	GenBank
BGC0000017.5	ACR33072.1	GenBank
BGC0000017.5	ACR33073.1	GenBank
BGC0000017.5	ACR33074.1	GenBank
BGC0000017.5	ACR33075.1	GenBank
BGC0000017.5	ACR33076.1	GenBank
BGC0000017.5	ACR33077.1	GenBank
BGC0000017.5	ACR33078.1	GenBank
BGC0000017.5	ACR33079.1	GenBank
BGC0000017.5	ACR33080.1	GenBank
BGC0000017.5	ACR33081.1	GenBank
BGC0000017.5	ACR33082.1	GenBank
BGC0000017.5	ACR33083.1	GenBank
BGC0000017.5	ACR33084.1	GenBank
BGC0000017.5	ACR33085.1	GenBank
BGC0000017.5	ACR33086.1	GenBank
BGC0000018.5	ABY21538.1	GenBank
BGC0000018.5	ABY21539.1	GenBank
BGC0000018.5	ABY21540.1	GenBank
BGC0000018.5	ABY21541.1	GenBank
BGC0000018.5	ABY21542.1	GenBank
BGC0000019.5	ABW91149.1	GenBank
BGC0000019.5	ABW91150.1	GenBank
BGC0000019.5	ABW91151.1	GenBank
BGC0000019.5	ABW91152.1	GenBank
BGC0000019.5	ABW91153.1	GenBank
BGC0000019.5	ABW91154.1	GenBank
BGC0000019.5	ABW91155.1	GenBank
BGC0000019.5	ABW91156.1	GenBank
BGC0000019.5	ABW91157.1	GenBank
BGC0000019.5	ABW91158.1	GenBank
BGC0000019.5	ABW91159.1	GenBank
BGC0000019.5	ABW91160.1	GenBank
BGC0000019.5	ABW91161.1	GenBank
BGC0000020.3	AAM54115.1	GenBank
BGC0000020.3	AAM54114.1	GenBank
BGC0000020.3	AAM54113.1	GenBank
BGC0000020.3	AAM54112.1	GenBank
BGC0000020.3	AAM54111.1	GenBank
BGC0000020.3	AAM54110.1	GenBank
BGC0000020.3	AAM54109.1	GenBank
BGC0000020.3	AAM54108.1	GenBank
BGC0000020.3	AAM54107.1	GenBank
BGC0000020.3	AAM54106.1	GenBank
BGC0000020.3	AAM54105.1	GenBank
BGC0000020.3	AAM54104.1	GenBank
BGC0000020.3	AAM54103.1	GenBank
BGC0000020.3	AAM54076.1	GenBank
BGC0000020.3	AAM54075.1	GenBank
BGC0000020.3	AAM54102.1	GenBank
BGC0000020.3	AAM54101.1	GenBank
BGC0000020.3	AAM54100.1	GenBank
BGC0000020.3	AAM54099.1	GenBank
BGC0000020.3	AAM54098.1	GenBank
BGC0000020.3	AAM54097.1	GenBank
BGC0000020.3	AAM54096.1	GenBank
BGC0000020.3	AAM54095.1	GenBank
BGC0000020.3	AAM54094.1	GenBank
BGC0000020.3	AAM54093.1	GenBank
BGC0000020.3	AAM54092.1	GenBank
BGC0000020.3	AAM54091.1	GenBank
BGC0000020.3	AAM54090.1	GenBank
BGC0000020.3	AAM54089.1	GenBank
BGC0000020.3	AAM54088.1	GenBank
BGC0000020.3	AAM54087.1	GenBank
BGC0000020.3	AAM54078.1	GenBank
BGC0000020.3	AAM54077.1	GenBank
BGC0000020.3	AAM54086.1	GenBank
BGC0000020.3	AAM54085.1	GenBank
BGC0000020.3	AAM54084.1	GenBank
BGC0000020.3	AAM54083.1	GenBank
BGC0000020.3	AAM54082.1	GenBank
BGC0000020.3	AAM54081.1	GenBank
BGC0000020.3	AAM54080.1	GenBank
BGC0000020.3	AAM54079.1	GenBank
BGC0000021.5	AEP40905.1	GenBank
BGC0000021.5	AEP40906.1	GenBank
BGC0000021.5	AEP40907.1	GenBank
BGC0000021.5	AEP40908.1	GenBank
BGC0000021.5	AEP40909.1	GenBank
BGC0000021.5	AEP40910.1	GenBank
BGC0000021.5	AEP40911.1	GenBank
BGC0000021.5	AEP40912.1	GenBank
BGC0000021.5	AEP40913.1	GenBank
BGC0000021.5	AEP40914.1	GenBank
BGC0000021.5	AEP40915.1	GenBank
BGC0000021.5	AEP40916.1	GenBank
BGC0000021.5	AEP40917.1	GenBank
BGC0000021.5	AEP40918.1	GenBank
BGC0000021.5	AEP40919.1	GenBank
BGC0000021.5	AEP40920.1	GenBank
BGC0000021.5	AEP40921.1	GenBank
BGC0000021.5	AEP40922.1	GenBank
BGC0000021.5	AEP40923.1	GenBank
BGC0000021.5	AEP40924.1	GenBank
BGC0000021.5	AEP40925.1	GenBank
BGC0000021.5	AEP40926.1	GenBank
BGC0000021.5	AEP40927.1	GenBank
BGC0000021.5	AEP40928.1	GenBank
BGC0000021.5	AEP40929.1	GenBank
BGC0000021.5	AEP40930.1	GenBank
BGC0000021.5	AEP40931.1	GenBank
BGC0000021.5	AEP40932.1	GenBank
BGC0000021.5	AEP40933.1	GenBank
BGC0000021.5	AEP40934.1	GenBank
BGC0000021.5	AEP40935.1	GenBank
BGC0000021.5	AEP40936.1	GenBank
BGC0000021.5	AEP40937.1	GenBank
BGC0000021.5	AEP40938.1	GenBank
BGC0000021.5	AEP40939.1	GenBank
BGC0000021.5	AEP40940.1	GenBank
BGC0000021.5	AEP40941.1	GenBank
BGC0000021.5	AEP40942.1	GenBank
BGC0000021.5	AEP40943.1	GenBank
BGC0000022.3	EAA65595.1	GenBank
BGC0000022.3	EAA65596.1	GenBank
BGC0000022.3	EAA65597.1	GenBank
BGC0000022.3	CAN00238.1	GenBank
BGC0000022.3	EAA65599.1	GenBank
BGC0000022.3	EAA65600.1	GenBank
BGC0000022.3	EAA65601.1	GenBank
BGC0000022.3	EAA65602.1	GenBank
BGC0000022.3	EAA65603.1	GenBank
BGC0000022.3	EAA65604.1	GenBank
BGC0000022.3	EAA65605.1	GenBank
BGC0000023.5	CAO98841.1	GenBank
BGC0000023.5	CAO98842.1	GenBank
BGC0000023.5	CAO98843.1	GenBank
BGC0000023.5	CAO98844.1	GenBank
BGC0000023.5	CAO98845.1	GenBank
BGC0000023.5	CAO98846.1	GenBank
BGC0000023.5	CAO98847.1	GenBank
BGC0000023.5	CAO98879.1	GenBank
BGC0000023.5	CAO98848.1	GenBank
BGC0000023.5	CAO98849.1	GenBank
BGC0000023.5	CAO98850.1	GenBank
BGC0000023.5	CAO98851.1	GenBank
BGC0000023.5	CAO98852.1	GenBank
BGC0000023.5	CAO98853.1	GenBank
BGC0000024.5	CAE02599.1	GenBank
BGC0000024.5	CAE02600.1	GenBank
BGC0000024.5	CAE02601.1	GenBank
BGC0000024.5	CAE02602.1	GenBank
BGC0000024.5	CAE02603.1	GenBank
BGC0000024.5	CAE02604.1	GenBank
BGC0000024.5	CAE02605.1	GenBank
BGC0000024.5	CAE02606.1	GenBank
BGC0000024.5	CAE02607.1	GenBank
BGC0000026.5	AAK83161.1	GenBank
BGC0000026.5	AAK83162.1	GenBank
BGC0000026.5	AAK83163.1	GenBank
BGC0000026.5	AAK83164.1	GenBank
BGC0000026.5	AAK83165.1	GenBank
BGC0000026.5	AAG32066.1	GenBank
BGC0000026.5	AAK83166.1	GenBank
BGC0000026.5	AAK83167.1	GenBank
BGC0000026.5	AAK83168.1	GenBank
BGC0000026.5	AAG32067.2	GenBank
BGC0000026.5	AAK83169.1	GenBank
BGC0000026.5	AAK83170.1	GenBank
BGC0000026.5	AAK83171.1	GenBank
BGC0000026.5	AAK83172.1	GenBank
BGC0000026.5	AAK83173.1	GenBank
BGC0000026.5	AAK83174.1	GenBank
BGC0000026.5	AAK83175.1	GenBank
BGC0000026.5	AAK83176.1	GenBank
BGC0000026.5	AAK83177.1	GenBank
BGC0000026.5	AAK83178.1	GenBank
BGC0000026.5	AAK83194.1	GenBank
BGC0000026.5	AAK83195.1	GenBank
BGC0000026.5	AAK83196.1	GenBank
BGC0000026.5	AAK83179.1	GenBank
BGC0000026.5	AAK83180.1	GenBank
BGC0000026.5	AAK83181.1	GenBank
BGC0000026.5	AAK83182.1	GenBank
BGC0000026.5	AAK83183.1	GenBank
BGC0000026.5	AAK83184.1	GenBank
BGC0000026.5	AAK83185.1	GenBank
BGC0000026.5	AAK83186.1	GenBank
BGC0000026.5	AAK83187.1	GenBank
BGC0000026.5	AAK83188.1	GenBank
BGC0000026.5	AAK83189.1	GenBank
BGC0000026.5	AAG32068.1	GenBank
BGC0000026.5	AAG32069.1	GenBank
BGC0000026.5	AAK83190.1	GenBank
BGC0000026.5	AAK83191.1	GenBank
BGC0000026.5	AAK83192.1	GenBank
BGC0000026.5	AAK83193.1	GenBank
BGC0000027.4	WP_446717729.1	GenBank
BGC0000027.4	2361	GenBank
BGC0000027.4	AGN71604.1	GenBank
BGC0000027.4	AGN71605.1	GenBank
BGC0000027.4	ULU61389.1	GenBank
BGC0000027.4	ALD09018.1	GenBank
BGC0000027.4	P9WFP1.1	GenBank
BGC0000027.4	EXJ46327.1	GenBank
BGC0000027.4	AGN71610.1	GenBank
BGC0000027.4	2369	GenBank
BGC0000027.4	AGN71612.1	GenBank
BGC0000027.4	AGN71613.1	GenBank
BGC0000027.4	AGN71614.1	GenBank
BGC0000027.4	2373	GenBank
BGC0000027.4	YAV38064.1	GenBank
BGC0000027.4	2375	GenBank
BGC0000027.4	YAV38066.1	GenBank
BGC0000027.4	2377	GenBank
BGC0000027.4	WP_446719949.1	GenBank
BGC0000027.4	2379	GenBank
BGC0000027.4	WP_174809147.1	GenBank
BGC0000027.4	AGN71623.1	GenBank
BGC0000027.4	YAV38073.1	GenBank
BGC0000027.4	2383	GenBank
BGC0000028.5	ADC79613.1	GenBank
BGC0000028.5	ADC79614.1	GenBank
BGC0000028.5	ADC79615.1	GenBank
BGC0000028.5	ADC79616.1	GenBank
BGC0000028.5	ADC79617.1	GenBank
BGC0000028.5	ADC79618.1	GenBank
BGC0000028.5	ADC79619.1	GenBank
BGC0000028.5	ADC79620.1	GenBank
BGC0000028.5	ADC79621.1	GenBank
BGC0000028.5	ADC79622.1	GenBank
BGC0000028.5	ADC79623.1	GenBank
BGC0000028.5	ADC79624.1	GenBank
BGC0000028.5	ADC79625.1	GenBank
BGC0000028.5	ADC79626.1	GenBank
BGC0000028.5	ADC79627.1	GenBank
BGC0000028.5	ADC79628.1	GenBank
BGC0000028.5	ADC79629.1	GenBank
BGC0000028.5	ADC79630.1	GenBank
BGC0000029.5	ACO94452.1	GenBank
BGC0000029.5	ACO94453.1	GenBank
BGC0000029.5	ACO94454.1	GenBank
BGC0000029.5	ACO94455.1	GenBank
BGC0000029.5	ACO94456.1	GenBank
BGC0000029.5	ACO94457.1	GenBank
BGC0000029.5	ACO94458.1	GenBank
BGC0000029.5	ACO94459.1	GenBank
BGC0000029.5	ACO94460.1	GenBank
BGC0000029.5	ACO94461.1	GenBank
BGC0000029.5	ACO94462.1	GenBank
BGC0000029.5	ACO94463.1	GenBank
BGC0000029.5	ACO94464.1	GenBank
BGC0000029.5	ACO94465.1	GenBank
BGC0000029.5	ACO94466.1	GenBank
BGC0000029.5	ACO94467.1	GenBank
BGC0000029.5	ACO94468.1	GenBank
BGC0000029.5	ACO94469.1	GenBank
BGC0000029.5	ACO94470.1	GenBank
BGC0000029.5	ACO94471.1	GenBank
BGC0000029.5	ACO94472.1	GenBank
BGC0000029.5	ACO94473.1	GenBank
BGC0000029.5	ACO94474.1	GenBank
BGC0000029.5	ACO94475.1	GenBank
BGC0000029.5	ACO94476.1	GenBank
BGC0000029.5	ACO94477.1	GenBank
BGC0000029.5	ACO94478.1	GenBank
BGC0000029.5	ACO94479.1	GenBank
BGC0000030.3	XP_023431318.1	GenBank
BGC0000030.3	S0DZM7.1	GenBank
BGC0000030.3	S0E2X6.1	GenBank
BGC0000030.3	S0E608.1	GenBank
BGC0000030.3	S0DZI6.1	GenBank
BGC0000030.3	S0E028.1	GenBank
BGC0000030.3	S0DZN4.1	GenBank
BGC0000031.5	CAE45653.1	GenBank
BGC0000031.5	CAE45654.1	GenBank
BGC0000031.5	CAE45655.1	GenBank
BGC0000031.5	CAE45656.1	GenBank
BGC0000031.5	CAE45657.1	GenBank
BGC0000031.5	CAE45658.1	GenBank
BGC0000031.5	CAE45659.1	GenBank
BGC0000031.5	CAE45660.1	GenBank
BGC0000031.5	CAE45661.1	GenBank
BGC0000031.5	CAE45662.1	GenBank
BGC0000031.5	CAE45663.1	GenBank
BGC0000031.5	CAE45664.1	GenBank
BGC0000031.5	CAE45665.1	GenBank
BGC0000031.5	CAE45666.1	GenBank
BGC0000031.5	CAE45667.1	GenBank
BGC0000031.5	CAE45668.1	GenBank
BGC0000031.5	CAE45669.1	GenBank
BGC0000031.5	CAE45670.1	GenBank
BGC0000031.5	CAE45671.1	GenBank
BGC0000031.5	CAE45672.1	GenBank
BGC0000031.5	CAE45673.1	GenBank
BGC0000031.5	CAE45674.1	GenBank
BGC0000031.5	CAE45675.1	GenBank
BGC0000031.5	CAE45676.1	GenBank
BGC0000031.5	CAE45677.1	GenBank
BGC0000031.5	CAE45678.1	GenBank
BGC0000031.5	CAE45679.1	GenBank
BGC0000031.5	CAE45680.1	GenBank
BGC0000031.5	CAE45681.1	GenBank
BGC0000031.5	CAE45682.1	GenBank
BGC0000031.5	CAE45683.1	GenBank
BGC0000031.5	CAE45684.1	GenBank
BGC0000031.5	CAE45685.1	GenBank
BGC0000031.5	CAE45686.1	GenBank
BGC0000031.5	CAE45687.1	GenBank
BGC0000031.5	CAE45688.1	GenBank
BGC0000031.5	CAE45689.1	GenBank
BGC0000031.5	CAE45690.1	GenBank
BGC0000031.5	CAE45691.1	GenBank
BGC0000031.5	CAE45692.1	GenBank
BGC0000031.5	CAE45693.1	GenBank
BGC0000031.5	CAE45694.1	GenBank
BGC0000031.5	CAE45695.1	GenBank
BGC0000032.5	AEH42470.1	GenBank
BGC0000032.5	AEH42471.1	GenBank
BGC0000032.5	AEH42472.1	GenBank
BGC0000032.5	AEH42473.1	GenBank
BGC0000032.5	AEH42474.1	GenBank
BGC0000032.5	AEH42475.1	GenBank
BGC0000032.5	AEH42476.1	GenBank
BGC0000032.5	AEH42477.1	GenBank
BGC0000032.5	AEH42478.1	GenBank
BGC0000032.5	AEH42479.1	GenBank
BGC0000032.5	AEH42480.1	GenBank
BGC0000032.5	AEH42481.1	GenBank
BGC0000032.5	AEH42482.1	GenBank
BGC0000032.5	AEH42483.1	GenBank
BGC0000032.5	AEH42484.1	GenBank
BGC0000032.5	AEH42485.1	GenBank
BGC0000032.5	AEH42486.1	GenBank
BGC0000032.5	AEH42487.1	GenBank
BGC0000032.5	AEH42488.1	GenBank
BGC0000032.5	AEH42489.1	GenBank
BGC0000032.5	AEH42490.1	GenBank
BGC0000032.5	AEH42491.1	GenBank
BGC0000032.5	AEH42492.1	GenBank
BGC0000032.5	AEH42493.1	GenBank
BGC0000032.5	AEH42494.1	GenBank
BGC0000032.5	AEH42495.1	GenBank
BGC0000032.5	AEH42496.1	GenBank
BGC0000032.5	AEH42497.1	GenBank
BGC0000032.5	AEH42498.1	GenBank
BGC0000033.5	AAM94759.1	GenBank
BGC0000033.5	AAM94760.1	GenBank
BGC0000033.5	AAM94761.1	GenBank
BGC0000033.5	AAM94762.1	GenBank
BGC0000033.5	AAM94763.1	GenBank
BGC0000033.5	AAM94764.1	GenBank
BGC0000033.5	AAM94765.1	GenBank
BGC0000033.5	AAM94766.1	GenBank
BGC0000033.5	AAM94767.1	GenBank
BGC0000033.5	AAM94768.1	GenBank
BGC0000033.5	AAM94769.1	GenBank
BGC0000033.5	AAM94770.1	GenBank
BGC0000033.5	AAM94771.1	GenBank
BGC0000033.5	AAM94772.1	GenBank
BGC0000033.5	AAM94773.1	GenBank
BGC0000033.5	AAM94774.1	GenBank
BGC0000033.5	AAM94775.1	GenBank
BGC0000033.5	AAM94776.1	GenBank
BGC0000033.5	AAM94777.1	GenBank
BGC0000033.5	AAM94778.1	GenBank
