accession	protein_id	source
BGC0000027	AGN71603	DeepBGC-protein-unique
BGC0000027	AGN71604	DeepBGC-protein-unique
BGC0000027	AGN71605	DeepBGC-protein-unique
BGC0000027	AGN71606	DeepBGC-protein-unique
BGC0000027	AGN71607	DeepBGC-protein-unique
BGC0000027	AGN71608	DeepBGC-protein-unique
BGC0000027	AGN71609	DeepBGC-protein-unique
BGC0000027	AGN71610	DeepBGC-protein-unique
BGC0000027	AGN71611	DeepBGC-protein-unique
BGC0000027	AGN71612	DeepBGC-protein-unique
BGC0000027	AGN71613	DeepBGC-protein-unique
BGC0000027	AGN71614	DeepBGC-protein-unique
BGC0000027	AGN71616	DeepBGC-protein-unique
BGC0000027	AGN71618	DeepBGC-protein-unique
BGC0000027	AGN71619	DeepBGC-protein-unique
BGC0000027	AGN71622	DeepBGC-protein-unique
BGC0000027	AGN71623	DeepBGC-protein-unique
BGC0000027	AGN71624	DeepBGC-protein-unique
BGC0000027	AGN71625	DeepBGC-protein-unique
BGC0000030	CCT69238	DeepBGC-protein-unique
BGC0000030	CCT67991	DeepBGC-protein-unique
BGC0000030	CCT67992	DeepBGC-protein-unique
BGC0000030	CCT67993	DeepBGC-protein-unique
BGC0000030	CCT67994	DeepBGC-protein-unique
BGC0000030	CCT67995	DeepBGC-protein-unique
BGC0000030	CCT67996	DeepBGC-protein-unique
BGC0000037	CBF69451	DeepBGC-protein-unique
BGC0000044	ADO69376	DeepBGC-protein-unique
BGC0000044	ADO69377	DeepBGC-protein-unique
BGC0000044	ADO69378	DeepBGC-protein-unique
BGC0000044	ADO69379	DeepBGC-protein-unique
BGC0000044	ADO69380	DeepBGC-protein-unique
BGC0000044	ADO69381	DeepBGC-protein-unique
BGC0000044	ADO69382	DeepBGC-protein-unique
BGC0000044	ADO69383	DeepBGC-protein-unique
BGC0000044	ADO69384	DeepBGC-protein-unique
BGC0000055	CAM00053	DeepBGC-protein-unique
BGC0000055	CAM00054	DeepBGC-protein-unique
BGC0000055	CAM00055	DeepBGC-protein-unique
BGC0000055	CAM00056	DeepBGC-protein-unique
BGC0000055	CAM00057	DeepBGC-protein-unique
BGC0000055	CAM00058	DeepBGC-protein-unique
BGC0000055	CAM00059	DeepBGC-protein-unique
BGC0000055	CAM00060	DeepBGC-protein-unique
BGC0000055	CAM00061	DeepBGC-protein-unique
BGC0000055	CAM00062	DeepBGC-protein-unique
BGC0000055	CAM00063	DeepBGC-protein-unique
BGC0000055	CAM00064	DeepBGC-protein-unique
BGC0000055	CAM00065	DeepBGC-protein-unique
BGC0000055	CAM00066	DeepBGC-protein-unique
BGC0000055	CAM00067	DeepBGC-protein-unique
BGC0000055	CAM00068	DeepBGC-protein-unique
BGC0000055	CAM00069	DeepBGC-protein-unique
BGC0000055	CAM00070	DeepBGC-protein-unique
BGC0000055	CAM00071	DeepBGC-protein-unique
BGC0000055	CAM00072	DeepBGC-protein-unique
BGC0000055	CAM00073	DeepBGC-protein-unique
BGC0000055	CAM00074	DeepBGC-protein-unique
BGC0000055	CAM00075	DeepBGC-protein-unique
BGC0000057	EAA59561	DeepBGC-protein-unique
BGC0000057	EAA59562	DeepBGC-protein-unique
BGC0000057	EAA59563	DeepBGC-protein-unique
BGC0000057	EAA59564	DeepBGC-protein-unique
BGC0000057	EAA59565	DeepBGC-protein-unique
BGC0000057	EAA59566	DeepBGC-protein-unique
BGC0000057	EAA59567	DeepBGC-protein-unique
BGC0000057	EAA59568	DeepBGC-protein-unique
BGC0000057	EAA59569	DeepBGC-protein-unique
BGC0000057	EAA59570	DeepBGC-protein-unique
BGC0000059	BAC68117	DeepBGC-protein-unique
BGC0000059	BAC68118	DeepBGC-protein-unique
BGC0000059	BAC68119	DeepBGC-protein-unique
BGC0000059	BAC68120	DeepBGC-protein-unique
BGC0000059	BAC68121	DeepBGC-protein-unique
BGC0000059	BAC68122	DeepBGC-protein-unique
BGC0000059	BAC68123	DeepBGC-protein-unique
BGC0000059	BAC68124	DeepBGC-protein-unique
BGC0000059	BAC68125	DeepBGC-protein-unique
BGC0000059	BAC68126	DeepBGC-protein-unique
BGC0000059	BAC68127	DeepBGC-protein-unique
BGC0000059	BAC68128	DeepBGC-protein-unique
BGC0000059	BAC68129	DeepBGC-protein-unique
BGC0000062	AAN74808	DeepBGC-protein-unique
BGC0000062	AAN74810	DeepBGC-protein-unique
BGC0000062	AAN74811	DeepBGC-protein-unique
BGC0000062	AAN74812	DeepBGC-protein-unique
BGC0000062	AAN74825	DeepBGC-protein-unique
BGC0000082	ACB46463	DeepBGC-protein-unique
BGC0000082	ACB46464	DeepBGC-protein-unique
BGC0000082	ACB46465	DeepBGC-protein-unique
BGC0000082	ACB46466	DeepBGC-protein-unique
BGC0000082	ACB46467	DeepBGC-protein-unique
BGC0000082	ACB46468	DeepBGC-protein-unique
BGC0000082	ACB46469	DeepBGC-protein-unique
BGC0000082	ACB46470	DeepBGC-protein-unique
BGC0000082	ACB46471	DeepBGC-protein-unique
BGC0000082	ACB46472	DeepBGC-protein-unique
BGC0000082	ACB46473	DeepBGC-protein-unique
BGC0000082	ACB46474	DeepBGC-protein-unique
BGC0000082	ACB46475	DeepBGC-protein-unique
BGC0000082	ACB46476	DeepBGC-protein-unique
BGC0000082	ACB46477	DeepBGC-protein-unique
BGC0000082	ACB46478	DeepBGC-protein-unique
BGC0000082	ACB46479	DeepBGC-protein-unique
BGC0000082	ACB46480	DeepBGC-protein-unique
BGC0000082	ACB46481	DeepBGC-protein-unique
BGC0000082	ACB46483	DeepBGC-protein-unique
BGC0000082	ACB46484	DeepBGC-protein-unique
BGC0000082	ACB46485	DeepBGC-protein-unique
BGC0000082	ACB46486	DeepBGC-protein-unique
BGC0000082	ACB46487	DeepBGC-protein-unique
BGC0000082	ACB46488	DeepBGC-protein-unique
BGC0000082	ACB46489	DeepBGC-protein-unique
BGC0000082	ACB46490	DeepBGC-protein-unique
BGC0000082	ACB46491	DeepBGC-protein-unique
BGC0000082	ACB46492	DeepBGC-protein-unique
BGC0000082	ACB46493	DeepBGC-protein-unique
BGC0000082	ACB46494	DeepBGC-protein-unique
BGC0000082	ACB46495	DeepBGC-protein-unique
BGC0000082	ACB46496	DeepBGC-protein-unique
BGC0000082	ACB46497	DeepBGC-protein-unique
BGC0000082	ACB46498	DeepBGC-protein-unique
BGC0000082	ACB46499	DeepBGC-protein-unique
BGC0000082	ACB46500	DeepBGC-protein-unique
BGC0000087	AUTOORF_00001	DeepBGC-protein-unique
BGC0000087	AUTOORF_00002	DeepBGC-protein-unique
BGC0000087	AUTOORF_00003	DeepBGC-protein-unique
BGC0000087	AUTOORF_00004	DeepBGC-protein-unique
BGC0000101	CBF73676	DeepBGC-protein-unique
BGC0000101	CBF73678	DeepBGC-protein-unique
BGC0000103	CAE46843	DeepBGC-protein-unique
BGC0000103	CAE46844	DeepBGC-protein-unique
BGC0000103	CAE46845	DeepBGC-protein-unique
BGC0000103	CAE46846	DeepBGC-protein-unique
BGC0000103	CAE46847	DeepBGC-protein-unique
BGC0000103	CAE46848	DeepBGC-protein-unique
BGC0000103	CAE46849	DeepBGC-protein-unique
BGC0000103	CAE46850	DeepBGC-protein-unique
BGC0000103	CAE46851	DeepBGC-protein-unique
BGC0000107	CBF74114	DeepBGC-protein-unique
BGC0000121	AGQ21998	DeepBGC-protein-unique
BGC0000129	EAL89229	DeepBGC-protein-unique
BGC0000129	EAL89230	DeepBGC-protein-unique
BGC0000129	EBA27371	DeepBGC-protein-unique
BGC0000129	EBA27372	DeepBGC-protein-unique
BGC0000129	EAL89233	DeepBGC-protein-unique
BGC0000129	EAL89234	DeepBGC-protein-unique
BGC0000129	EAL89235	DeepBGC-protein-unique
BGC0000129	EAL89236	DeepBGC-protein-unique
BGC0000137	ABV97146	DeepBGC-protein-unique
BGC0000137	ABV97147	DeepBGC-protein-unique
BGC0000137	ABV97148	DeepBGC-protein-unique
BGC0000137	ABV97150	DeepBGC-protein-unique
BGC0000137	ABV97151	DeepBGC-protein-unique
BGC0000137	ABV97152	DeepBGC-protein-unique
BGC0000137	ABV97153	DeepBGC-protein-unique
BGC0000137	ABV97154	DeepBGC-protein-unique
BGC0000137	ABV97155	DeepBGC-protein-unique
BGC0000137	ABV97156	DeepBGC-protein-unique
BGC0000137	ABV97158	DeepBGC-protein-unique
BGC0000137	ABV97159	DeepBGC-protein-unique
BGC0000137	ABV97160	DeepBGC-protein-unique
BGC0000137	ABV97161	DeepBGC-protein-unique
BGC0000137	ABV97162	DeepBGC-protein-unique
BGC0000137	ABV97163	DeepBGC-protein-unique
BGC0000137	ABV97164	DeepBGC-protein-unique
BGC0000137	ABV97165	DeepBGC-protein-unique
BGC0000137	ABV97166	DeepBGC-protein-unique
BGC0000137	ABV97167	DeepBGC-protein-unique
BGC0000137	ABV97168	DeepBGC-protein-unique
BGC0000137	ABV97169	DeepBGC-protein-unique
BGC0000137	ABV97170	DeepBGC-protein-unique
BGC0000137	ABV97171	DeepBGC-protein-unique
BGC0000137	ABV97172	DeepBGC-protein-unique
BGC0000137	ABV97173	DeepBGC-protein-unique
BGC0000137	ABV97174	DeepBGC-protein-unique
BGC0000137	ABV97175	DeepBGC-protein-unique
BGC0000137	ABV97176	DeepBGC-protein-unique
BGC0000137	ABV97177	DeepBGC-protein-unique
BGC0000137	ABV97178	DeepBGC-protein-unique
BGC0000137	ABV97179	DeepBGC-protein-unique
BGC0000137	ABV97180	DeepBGC-protein-unique
BGC0000137	ABV97181	DeepBGC-protein-unique
BGC0000137	ABV97182	DeepBGC-protein-unique
BGC0000137	ABV97183	DeepBGC-protein-unique
BGC0000142	ABP55199	DeepBGC-protein-unique
BGC0000142	ABP55200	DeepBGC-protein-unique
BGC0000142	ABP55201	DeepBGC-protein-unique
BGC0000142	ABP55202	DeepBGC-protein-unique
BGC0000142	ABP55203	DeepBGC-protein-unique
BGC0000142	ABP55205	DeepBGC-protein-unique
BGC0000142	ABP55206	DeepBGC-protein-unique
BGC0000142	ABP55207	DeepBGC-protein-unique
BGC0000142	ABP55208	DeepBGC-protein-unique
BGC0000142	ABP55209	DeepBGC-protein-unique
BGC0000142	ABP55210	DeepBGC-protein-unique
BGC0000142	ABP55211	DeepBGC-protein-unique
BGC0000142	ABP55212	DeepBGC-protein-unique
BGC0000142	ABP55214	DeepBGC-protein-unique
BGC0000142	ABP55215	DeepBGC-protein-unique
BGC0000142	ABP55216	DeepBGC-protein-unique
BGC0000142	ABP55217	DeepBGC-protein-unique
BGC0000142	ABP55218	DeepBGC-protein-unique
BGC0000142	ABP55219	DeepBGC-protein-unique
BGC0000142	ABP55220	DeepBGC-protein-unique
BGC0000142	ABP55221	DeepBGC-protein-unique
BGC0000142	ABP55222	DeepBGC-protein-unique
BGC0000142	ABP55223	DeepBGC-protein-unique
BGC0000149	AUTOORF_00001	DeepBGC-protein-unique
BGC0000150	ABP55136	DeepBGC-protein-unique
BGC0000150	ABP55137	DeepBGC-protein-unique
BGC0000150	ABP55138	DeepBGC-protein-unique
BGC0000150	ABP55139	DeepBGC-protein-unique
BGC0000150	ABP55140	DeepBGC-protein-unique
BGC0000150	ABP55141	DeepBGC-protein-unique
BGC0000150	ABP55142	DeepBGC-protein-unique
BGC0000150	ABP55143	DeepBGC-protein-unique
BGC0000150	ABP55144	DeepBGC-protein-unique
BGC0000150	ABP55145	DeepBGC-protein-unique
BGC0000150	ABP55146	DeepBGC-protein-unique
BGC0000150	ABP55147	DeepBGC-protein-unique
BGC0000150	ABP55148	DeepBGC-protein-unique
BGC0000150	ABP55150	DeepBGC-protein-unique
BGC0000150	ABP55152	DeepBGC-protein-unique
BGC0000150	ABP55153	DeepBGC-protein-unique
BGC0000150	ABP55154	DeepBGC-protein-unique
BGC0000150	ABP55155	DeepBGC-protein-unique
BGC0000150	ABP55156	DeepBGC-protein-unique
BGC0000150	ABP55157	DeepBGC-protein-unique
BGC0000150	ABP55158	DeepBGC-protein-unique
BGC0000150	ABP55159	DeepBGC-protein-unique
BGC0000150	ABP55161	DeepBGC-protein-unique
BGC0000150	ABP55162	DeepBGC-protein-unique
BGC0000150	ABP55163	DeepBGC-protein-unique
BGC0000150	ABP55164	DeepBGC-protein-unique
BGC0000150	ABP55165	DeepBGC-protein-unique
BGC0000150	ABP55166	DeepBGC-protein-unique
BGC0000150	ABP55167	DeepBGC-protein-unique
BGC0000150	ABP55168	DeepBGC-protein-unique
BGC0000150	ABP55169	DeepBGC-protein-unique
BGC0000150	ABP55170	DeepBGC-protein-unique
BGC0000150	ABP55171	DeepBGC-protein-unique
BGC0000150	ABP55172	DeepBGC-protein-unique
BGC0000150	ABP55173	DeepBGC-protein-unique
BGC0000150	ABP55174	DeepBGC-protein-unique
BGC0000150	ABP55175	DeepBGC-protein-unique
BGC0000150	ABP55176	DeepBGC-protein-unique
BGC0000150	ABP55177	DeepBGC-protein-unique
BGC0000150	ABP55179	DeepBGC-protein-unique
BGC0000150	ABP55180	DeepBGC-protein-unique
BGC0000150	ABP55181	DeepBGC-protein-unique
BGC0000151	CAJ88175	DeepBGC-protein-unique
BGC0000151	CAJ88176	DeepBGC-protein-unique
BGC0000151	CAJ88177	DeepBGC-protein-unique
BGC0000151	CAJ88178	DeepBGC-protein-unique
BGC0000151	CAJ88179	DeepBGC-protein-unique
BGC0000151	CAJ88180	DeepBGC-protein-unique
BGC0000151	CAJ88181	DeepBGC-protein-unique
BGC0000151	CAJ88182	DeepBGC-protein-unique
BGC0000151	CAJ88183	DeepBGC-protein-unique
BGC0000151	CAJ88184	DeepBGC-protein-unique
BGC0000151	CBZ41585	DeepBGC-protein-unique
BGC0000151	CAJ88185	DeepBGC-protein-unique
BGC0000151	CAJ88186	DeepBGC-protein-unique
BGC0000151	CBZ41586	DeepBGC-protein-unique
BGC0000151	CAJ88187	DeepBGC-protein-unique
BGC0000151	CAJ88188	DeepBGC-protein-unique
BGC0000151	CAJ88189	DeepBGC-protein-unique
BGC0000151	CAJ88190	DeepBGC-protein-unique
BGC0000151	CAJ88191	DeepBGC-protein-unique
BGC0000151	CAJ88192	DeepBGC-protein-unique
BGC0000151	CAJ88193	DeepBGC-protein-unique
BGC0000151	CAJ88194	DeepBGC-protein-unique
BGC0000151	CAJ88195	DeepBGC-protein-unique
BGC0000151	CAJ88196	DeepBGC-protein-unique
BGC0000151	CAJ88197	DeepBGC-protein-unique
BGC0000154	EED17997	DeepBGC-protein-unique
BGC0000154	EED17999	DeepBGC-protein-unique
BGC0000154	EED17998	DeepBGC-protein-unique
BGC0000154	EED18000	DeepBGC-protein-unique
BGC0000154	EED18001	DeepBGC-protein-unique
BGC0000154	EED18003	DeepBGC-protein-unique
BGC0000154	EED18002	DeepBGC-protein-unique
BGC0000154	EED18004	DeepBGC-protein-unique
BGC0000154	EED18005	DeepBGC-protein-unique
BGC0000154	EED18006	DeepBGC-protein-unique
BGC0000154	EED18007	DeepBGC-protein-unique
BGC0000154	EED18009	DeepBGC-protein-unique
BGC0000154	EED18008	DeepBGC-protein-unique
BGC0000154	EED18010	DeepBGC-protein-unique
BGC0000160	EAU32816	DeepBGC-protein-unique
BGC0000160	EAU32817	DeepBGC-protein-unique
BGC0000160	EAU32818	DeepBGC-protein-unique
BGC0000160	EAU32819	DeepBGC-protein-unique
BGC0000160	EAU32820	DeepBGC-protein-unique
BGC0000160	EAU32821	DeepBGC-protein-unique
BGC0000160	EAU32822	DeepBGC-protein-unique
BGC0000160	EAU32824	DeepBGC-protein-unique
BGC0000161	EAU38781	DeepBGC-protein-unique
BGC0000161	EAU38782	DeepBGC-protein-unique
BGC0000161	EAU38783	DeepBGC-protein-unique
BGC0000161	EAU38784	DeepBGC-protein-unique
BGC0000161	EAU38785	DeepBGC-protein-unique
BGC0000161	EAU38786	DeepBGC-protein-unique
BGC0000161	EAU38787	DeepBGC-protein-unique
BGC0000161	EAU38788	DeepBGC-protein-unique
BGC0000161	EAU38789	DeepBGC-protein-unique
BGC0000161	EAU38790	DeepBGC-protein-unique
BGC0000161	EAU38791	DeepBGC-protein-unique
BGC0000170	EHA22192	DeepBGC-protein-unique
BGC0000170	EHA22193	DeepBGC-protein-unique
BGC0000170	EHA22194	DeepBGC-protein-unique
BGC0000170	EHA22195	DeepBGC-protein-unique
BGC0000170	EHA22196	DeepBGC-protein-unique
BGC0000170	EHA22197	DeepBGC-protein-unique
BGC0000170	EHA22198	DeepBGC-protein-unique
BGC0000170	EHA22199	DeepBGC-protein-unique
BGC0000170	EHA22200	DeepBGC-protein-unique
BGC0000170	EHA22201	DeepBGC-protein-unique
BGC0000172	ERM18782	DeepBGC-protein-unique
BGC0000172	ERM18783	DeepBGC-protein-unique
BGC0000172	ERM18785	DeepBGC-protein-unique
BGC0000172	ERM18788	DeepBGC-protein-unique
BGC0000172	ERM18789	DeepBGC-protein-unique
BGC0000172	ERM18790	DeepBGC-protein-unique
BGC0000172	ERM18791	DeepBGC-protein-unique
BGC0000172	ERM18792	DeepBGC-protein-unique
BGC0000172	ERM18793	DeepBGC-protein-unique
BGC0000172	ERM18794	DeepBGC-protein-unique
BGC0000172	ERM18795	DeepBGC-protein-unique
BGC0000172	ERM18796	DeepBGC-protein-unique
BGC0000172	ERM18797	DeepBGC-protein-unique
BGC0000172	ERM18798	DeepBGC-protein-unique
BGC0000172	ERM18799	DeepBGC-protein-unique
BGC0000172	ERM18800	DeepBGC-protein-unique
BGC0000172	ERM18801	DeepBGC-protein-unique
BGC0000172	ERM18802	DeepBGC-protein-unique
BGC0000172	ERM18803	DeepBGC-protein-unique
BGC0000179	CAN93344	DeepBGC-protein-unique
BGC0000179	CAN93345	DeepBGC-protein-unique
BGC0000179	CAN93346	DeepBGC-protein-unique
BGC0000179	CAN93347	DeepBGC-protein-unique
BGC0000179	CAN93348	DeepBGC-protein-unique
BGC0000179	CAN93349	DeepBGC-protein-unique
BGC0000179	CAN93350	DeepBGC-protein-unique
BGC0000179	CAN93351	DeepBGC-protein-unique
BGC0000179	CAN93352	DeepBGC-protein-unique
BGC0000179	CAN93353	DeepBGC-protein-unique
BGC0000179	CAN93354	DeepBGC-protein-unique
BGC0000179	CAN93356	DeepBGC-protein-unique
BGC0000179	CAN93357	DeepBGC-protein-unique
BGC0000179	CAN93358	DeepBGC-protein-unique
BGC0000185	ACR12697	DeepBGC-protein-unique
BGC0000185	ACR11036	DeepBGC-protein-unique
BGC0000185	ACR13997	DeepBGC-protein-unique
BGC0000185	ACR12418	DeepBGC-protein-unique
BGC0000185	ACR13065	DeepBGC-protein-unique
BGC0000185	ACR11438	DeepBGC-protein-unique
BGC0000185	ACR13893	DeepBGC-protein-unique
BGC0000185	ACR12981	DeepBGC-protein-unique
BGC0000185	ACR13421	DeepBGC-protein-unique
BGC0000186	ABC36202	DeepBGC-protein-unique
BGC0000186	ABC34599	DeepBGC-protein-unique
BGC0000186	ABC33986	DeepBGC-protein-unique
BGC0000186	ABC34675	DeepBGC-protein-unique
BGC0000186	ABC34176	DeepBGC-protein-unique
BGC0000186	ABC35867	DeepBGC-protein-unique
BGC0000186	ABC35267	DeepBGC-protein-unique
BGC0000186	ABC34601	DeepBGC-protein-unique
BGC0000186	ABC34518	DeepBGC-protein-unique
BGC0000186	ABC35804	DeepBGC-protein-unique
BGC0000186	ABC35522	DeepBGC-protein-unique
BGC0000186	ABC34832	DeepBGC-protein-unique
BGC0000186	ABC34740	DeepBGC-protein-unique
BGC0000186	ABC34917	DeepBGC-protein-unique
BGC0000186	ABC35757	DeepBGC-protein-unique
BGC0000186	ABC35295	DeepBGC-protein-unique
BGC0000186	ABC35022	DeepBGC-protein-unique
BGC0000186	ABC34138	DeepBGC-protein-unique
BGC0000189	CBJ83012	DeepBGC-protein-unique
BGC0000189	CBJ83013	DeepBGC-protein-unique
BGC0000189	CBJ83014	DeepBGC-protein-unique
BGC0000189	CBJ83015	DeepBGC-protein-unique
BGC0000189	CBJ83016	DeepBGC-protein-unique
BGC0000189	CBJ83018	DeepBGC-protein-unique
BGC0000189	CBJ83019	DeepBGC-protein-unique
BGC0000196	CAE16558	DeepBGC-protein-unique
BGC0000196	CAE16559	DeepBGC-protein-unique
BGC0000196	CAE16560	DeepBGC-protein-unique
BGC0000196	CAE16561	DeepBGC-protein-unique
BGC0000196	CAE16562	DeepBGC-protein-unique
BGC0000196	CAE16563	DeepBGC-protein-unique
BGC0000196	CAE16564	DeepBGC-protein-unique
BGC0000196	CAE16565	DeepBGC-protein-unique
BGC0000198	WP_029025939	DeepBGC-protein-unique
BGC0000198	WP_029025940	DeepBGC-protein-unique
BGC0000198	WP_029025941	DeepBGC-protein-unique
BGC0000198	WP_029025942	DeepBGC-protein-unique
BGC0000198	WP_029025943	DeepBGC-protein-unique
BGC0000198	WP_029025944	DeepBGC-protein-unique
BGC0000198	WP_029025946	DeepBGC-protein-unique
BGC0000198	WP_029025948	DeepBGC-protein-unique
BGC0000198	WP_029025949	DeepBGC-protein-unique
BGC0000198	WP_029025950	DeepBGC-protein-unique
BGC0000198	WP_029025951	DeepBGC-protein-unique
BGC0000198	WP_029025952	DeepBGC-protein-unique
BGC0000198	WP_029025953	DeepBGC-protein-unique
BGC0000198	WP_029025954	DeepBGC-protein-unique
BGC0000198	WP_029025955	DeepBGC-protein-unique
BGC0000198	WP_029025956	DeepBGC-protein-unique
BGC0000198	WP_029025957	DeepBGC-protein-unique
BGC0000198	WP_029025958	DeepBGC-protein-unique
BGC0000198	WP_029025959	DeepBGC-protein-unique
BGC0000198	WP_029025960	DeepBGC-protein-unique
BGC0000198	WP_029025961	DeepBGC-protein-unique
BGC0000198	WP_029025962	DeepBGC-protein-unique
BGC0000198	WP_029025963	DeepBGC-protein-unique
BGC0000200	AHX24686	DeepBGC-protein-unique
BGC0000200	AHX24687	DeepBGC-protein-unique
BGC0000200	AHX24688	DeepBGC-protein-unique
BGC0000200	AHX24689	DeepBGC-protein-unique
BGC0000200	AHX24690	DeepBGC-protein-unique
BGC0000200	AHX24691	DeepBGC-protein-unique
BGC0000200	AHX24692	DeepBGC-protein-unique
BGC0000200	AHX24693	DeepBGC-protein-unique
BGC0000200	AHX24694	DeepBGC-protein-unique
BGC0000200	AHX24695	DeepBGC-protein-unique
BGC0000200	AHX24697	DeepBGC-protein-unique
BGC0000200	AHX24698	DeepBGC-protein-unique
BGC0000200	AHX24699	DeepBGC-protein-unique
BGC0000200	AHX24700	DeepBGC-protein-unique
BGC0000200	AHX24701	DeepBGC-protein-unique
BGC0000200	AHX24702	DeepBGC-protein-unique
BGC0000200	AHX24703	DeepBGC-protein-unique
BGC0000200	AHX24704	DeepBGC-protein-unique
BGC0000200	AHX24705	DeepBGC-protein-unique
BGC0000200	AHX24706	DeepBGC-protein-unique
BGC0000200	AHX24707	DeepBGC-protein-unique
BGC0000200	AHX24708	DeepBGC-protein-unique
BGC0000200	AHX24709	DeepBGC-protein-unique
BGC0000200	AHX24710	DeepBGC-protein-unique
BGC0000200	AHX24711	DeepBGC-protein-unique
BGC0000200	AHX24712	DeepBGC-protein-unique
BGC0000200	AHX24713	DeepBGC-protein-unique
BGC0000200	AHX24714	DeepBGC-protein-unique
BGC0000200	AHX24715	DeepBGC-protein-unique
BGC0000200	AHX24716	DeepBGC-protein-unique
BGC0000200	AHX24717	DeepBGC-protein-unique
BGC0000200	AHX24718	DeepBGC-protein-unique
BGC0000200	AHX24719	DeepBGC-protein-unique
BGC0000200	AHX24720	DeepBGC-protein-unique
BGC0000208	AHD25938	DeepBGC-protein-unique
BGC0000212	EDY42516	DeepBGC-protein-unique
BGC0000212	EDY42517	DeepBGC-protein-unique
BGC0000212	EDY42519	DeepBGC-protein-unique
BGC0000212	EDY42520	DeepBGC-protein-unique
BGC0000212	EDY42521	DeepBGC-protein-unique
BGC0000212	EDY42522	DeepBGC-protein-unique
BGC0000212	EDY42523	DeepBGC-protein-unique
BGC0000212	EDY42524	DeepBGC-protein-unique
BGC0000212	EDY42525	DeepBGC-protein-unique
BGC0000212	EDY42526	DeepBGC-protein-unique
BGC0000212	EDY42527	DeepBGC-protein-unique
BGC0000212	EDY42528	DeepBGC-protein-unique
BGC0000212	EDY42529	DeepBGC-protein-unique
BGC0000212	EDY42530	DeepBGC-protein-unique
BGC0000212	EDY42531	DeepBGC-protein-unique
BGC0000212	EDY42532	DeepBGC-protein-unique
BGC0000212	EDY42533	DeepBGC-protein-unique
BGC0000212	EDY42534	DeepBGC-protein-unique
BGC0000212	EDY42535	DeepBGC-protein-unique
BGC0000212	EDY42536	DeepBGC-protein-unique
BGC0000212	EDY42537	DeepBGC-protein-unique
BGC0000212	EDY42538	DeepBGC-protein-unique
BGC0000212	EDY42539	DeepBGC-protein-unique
BGC0000212	EDY42540	DeepBGC-protein-unique
BGC0000212	EDY42541	DeepBGC-protein-unique
BGC0000212	EDY42542	DeepBGC-protein-unique
BGC0000212	EDY42543	DeepBGC-protein-unique
BGC0000212	EDY42544	DeepBGC-protein-unique
BGC0000212	EDY42546	DeepBGC-protein-unique
BGC0000212	EDY42547	DeepBGC-protein-unique
BGC0000212	EDY42548	DeepBGC-protein-unique
BGC0000212	EDY42549	DeepBGC-protein-unique
BGC0000212	EDY42550	DeepBGC-protein-unique
BGC0000212	EDY42551	DeepBGC-protein-unique
BGC0000212	EDY42552	DeepBGC-protein-unique
BGC0000235	EHM27493	DeepBGC-protein-unique
BGC0000235	EHM27494	DeepBGC-protein-unique
