accession	protein_id	source	orf_name	acc_norm	orf_norm	orf_in_mibig
BGC0000002	AHH99941	DeepBGC-protein-unique	KALB_6582	BGC0000002	KALB_6582	True
BGC0000002	AHH99942	DeepBGC-protein-unique	KALB_6583	BGC0000002	KALB_6583	True
BGC0000002	AHH99943	DeepBGC-protein-unique	KALB_6584	BGC0000002	KALB_6584	True
BGC0000002	AHH99944	DeepBGC-protein-unique	KALB_6585	BGC0000002	KALB_6585	True
BGC0000002	AHH99945	DeepBGC-protein-unique	KALB_6586	BGC0000002	KALB_6586	True
BGC0000002	AHH99946	DeepBGC-protein-unique	KALB_6587	BGC0000002	KALB_6587	True
BGC0000002	AHH99947	DeepBGC-protein-unique	KALB_6588	BGC0000002	KALB_6588	True
BGC0000002	AHH99948	DeepBGC-protein-unique	KALB_6589	BGC0000002	KALB_6589	True
BGC0000002	AHH99949	DeepBGC-protein-unique	KALB_6590	BGC0000002	KALB_6590	True
BGC0000002	AHH99950	DeepBGC-protein-unique	KALB_6591	BGC0000002	KALB_6591	True
BGC0000013	CBF79143	DeepBGC-protein-unique	ANIA_07071	BGC0000013	ANIA_07071	True
BGC0000013	CBF79145	DeepBGC-protein-unique	ANIA_07070	BGC0000013	ANIA_07070	True
BGC0000022	EAA65597	DeepBGC-protein-unique	AN1029	BGC0000022	AN1029	True
BGC0000022	EAA65598	DeepBGC-protein-unique		BGC0000022		False
BGC0000022	EAA65599	DeepBGC-protein-unique	AN1031	BGC0000022	AN1031	True
BGC0000022	EAA65600	DeepBGC-protein-unique	AN1032	BGC0000022	AN1032	True
BGC0000022	EAA65601	DeepBGC-protein-unique	AN1033	BGC0000022	AN1033	True
BGC0000022	EAA65602	DeepBGC-protein-unique	AN1034	BGC0000022	AN1034	True
BGC0000022	EAA65603	DeepBGC-protein-unique	AN1035	BGC0000022	AN1035	True
BGC0000022	EAA65604	DeepBGC-protein-unique	AN1036	BGC0000022	AN1036	True
BGC0000022	EAA65605	DeepBGC-protein-unique		BGC0000022		False
BGC0000027	AGN71602	DeepBGC-protein-unique	2360	BGC0000027	2360	True
BGC0000027	AGN71603	DeepBGC-protein-unique	2361	BGC0000027	2361	True
BGC0000027	AGN71604	DeepBGC-protein-unique	2362MpPKS5	BGC0000027	2362MpPKS5	True
BGC0000027	AGN71605	DeepBGC-protein-unique	2363R1	BGC0000027	2363R1	True
BGC0000027	AGN71606	DeepBGC-protein-unique	2364A	BGC0000027	2364A	True
BGC0000027	AGN71607	DeepBGC-protein-unique	2365B	BGC0000027	2365B	True
BGC0000027	AGN71608	DeepBGC-protein-unique	2366C	BGC0000027	2366C	True
BGC0000027	AGN71609	DeepBGC-protein-unique	2367B	BGC0000027	2367B	True
BGC0000027	AGN71610	DeepBGC-protein-unique	2368E	BGC0000027	2368E	True
BGC0000027	AGN71611	DeepBGC-protein-unique	2369	BGC0000027	2369	True
BGC0000027	AGN71612	DeepBGC-protein-unique	2370R2	BGC0000027	2370R2	True
BGC0000027	AGN71613	DeepBGC-protein-unique	2371MpFasA2	BGC0000027	2371MpFasA2	True
BGC0000027	AGN71614	DeepBGC-protein-unique	2372MpFasB2	BGC0000027	2372MpFasB2	True
BGC0000027	AGN71616	DeepBGC-protein-unique	2374	BGC0000027	2374	True
BGC0000027	AGN71618	DeepBGC-protein-unique	2376	BGC0000027	2376	True
BGC0000027	AGN71619	DeepBGC-protein-unique	2377	BGC0000027	2377	True
BGC0000027	AGN71622	DeepBGC-protein-unique	2380	BGC0000027	2380	True
BGC0000027	AGN71623	DeepBGC-protein-unique	2381F	BGC0000027	2381F	True
BGC0000027	AGN71624	DeepBGC-protein-unique	2382	BGC0000027	2382	True
BGC0000027	AGN71625	DeepBGC-protein-unique	2383	BGC0000027	2383	True
BGC0000030	CCT69238	DeepBGC-protein-unique	FFUJ_14916	BGC0000030	FFUJ_14916	True
BGC0000030	CCT67991	DeepBGC-protein-unique	FFUJ_06742	BGC0000030	FFUJ_06742	True
BGC0000030	CCT67992	DeepBGC-protein-unique	FFUJ_06743	BGC0000030	FFUJ_06743	True
BGC0000030	CCT67993	DeepBGC-protein-unique	FFUJ_06744	BGC0000030	FFUJ_06744	True
BGC0000030	CCT67994	DeepBGC-protein-unique	FFUJ_06745	BGC0000030	FFUJ_06745	True
BGC0000030	CCT67995	DeepBGC-protein-unique	FFUJ_06746	BGC0000030	FFUJ_06746	True
BGC0000030	CCT67996	DeepBGC-protein-unique	FFUJ_06747	BGC0000030	FFUJ_06747	True
BGC0000037	CBF69451	DeepBGC-protein-unique	ANIA_06448	BGC0000037	ANIA_06448	True
BGC0000044	ADO69376	DeepBGC-protein-unique		BGC0000044		False
BGC0000044	ADO69377	DeepBGC-protein-unique		BGC0000044		False
BGC0000044	ADO69378	DeepBGC-protein-unique		BGC0000044		False
BGC0000044	ADO69379	DeepBGC-protein-unique		BGC0000044		False
BGC0000044	ADO69380	DeepBGC-protein-unique		BGC0000044		False
BGC0000044	ADO69381	DeepBGC-protein-unique		BGC0000044		False
BGC0000044	ADO69382	DeepBGC-protein-unique		BGC0000044		False
BGC0000044	ADO69383	DeepBGC-protein-unique		BGC0000044		False
BGC0000044	ADO69384	DeepBGC-protein-unique		BGC0000044		False
BGC0000055	CAM00053	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00054	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00055	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00056	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00057	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00058	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00059	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00060	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00061	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00062	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00063	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00064	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00065	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00066	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00067	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00068	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00069	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00070	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00071	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00072	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00073	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00074	DeepBGC-protein-unique		BGC0000055		False
BGC0000055	CAM00075	DeepBGC-protein-unique		BGC0000055		False
BGC0000057	EAA59561	DeepBGC-protein-unique		BGC0000057		False
BGC0000057	EAA59562	DeepBGC-protein-unique	AN7908	BGC0000057	AN7908	True
BGC0000057	EAA59563	DeepBGC-protein-unique	AN7909	BGC0000057	AN7909	True
BGC0000057	EAA59564	DeepBGC-protein-unique		BGC0000057		False
BGC0000057	EAA59565	DeepBGC-protein-unique	AN7911	BGC0000057	AN7911	True
BGC0000057	EAA59566	DeepBGC-protein-unique	AN7912	BGC0000057	AN7912	True
BGC0000057	EAA59567	DeepBGC-protein-unique	AN7913	BGC0000057	AN7913	True
BGC0000057	EAA59568	DeepBGC-protein-unique	AN7914	BGC0000057	AN7914	True
BGC0000057	EAA59569	DeepBGC-protein-unique	AN7915	BGC0000057	AN7915	True
BGC0000057	EAA59570	DeepBGC-protein-unique		BGC0000057		False
BGC0000059	BAC68117	DeepBGC-protein-unique	SAVERM_407	BGC0000059	SAVERM_407	False
BGC0000059	BAC68118	DeepBGC-protein-unique	SAVERM_408	BGC0000059	SAVERM_408	False
BGC0000059	BAC68119	DeepBGC-protein-unique	SAVERM_409	BGC0000059	SAVERM_409	False
BGC0000059	BAC68120	DeepBGC-protein-unique	SAVERM_410	BGC0000059	SAVERM_410	False
BGC0000059	BAC68121	DeepBGC-protein-unique	SAVERM_411	BGC0000059	SAVERM_411	False
BGC0000059	BAC68122	DeepBGC-protein-unique	SAVERM_412	BGC0000059	SAVERM_412	False
BGC0000059	BAC68123	DeepBGC-protein-unique	SAVERM_413	BGC0000059	SAVERM_413	False
BGC0000059	BAC68124	DeepBGC-protein-unique	SAVERM_414	BGC0000059	SAVERM_414	False
BGC0000059	BAC68125	DeepBGC-protein-unique	SAVERM_415	BGC0000059	SAVERM_415	False
BGC0000059	BAC68126	DeepBGC-protein-unique	SAVERM_416	BGC0000059	SAVERM_416	False
BGC0000059	BAC68127	DeepBGC-protein-unique	SAVERM_417	BGC0000059	SAVERM_417	False
BGC0000059	BAC68128	DeepBGC-protein-unique	SAVERM_418	BGC0000059	SAVERM_418	False
BGC0000059	BAC68129	DeepBGC-protein-unique	SAVERM_419	BGC0000059	SAVERM_419	False
BGC0000062	AAN74808	DeepBGC-protein-unique		BGC0000062		False
BGC0000062	AAN74810	DeepBGC-protein-unique		BGC0000062		False
BGC0000062	AAN74811	DeepBGC-protein-unique		BGC0000062		False
BGC0000062	AAN74812	DeepBGC-protein-unique		BGC0000062		False
BGC0000062	AAN74825	DeepBGC-protein-unique		BGC0000062		False
BGC0000082	ACB46463	DeepBGC-protein-unique	KijA1	BGC0000082	KijA1	True
BGC0000082	ACB46464	DeepBGC-protein-unique	KijA2	BGC0000082	KijA2	True
BGC0000082	ACB46465	DeepBGC-protein-unique	KijA3	BGC0000082	KijA3	True
BGC0000082	ACB46466	DeepBGC-protein-unique	KijA4	BGC0000082	KijA4	True
BGC0000082	ACB46467	DeepBGC-protein-unique	KijA5	BGC0000082	KijA5	True
BGC0000082	ACB46468	DeepBGC-protein-unique	KijA6	BGC0000082	KijA6	True
BGC0000082	ACB46469	DeepBGC-protein-unique	KijA7	BGC0000082	KijA7	True
BGC0000082	ACB46470	DeepBGC-protein-unique	KijA8	BGC0000082	KijA8	True
BGC0000082	ACB46471	DeepBGC-protein-unique	KijS4	BGC0000082	KijS4	True
BGC0000082	ACB46472	DeepBGC-protein-unique	KijB1	BGC0000082	KijB1	True
BGC0000082	ACB46473	DeepBGC-protein-unique	KijB2	BGC0000082	KijB2	True
BGC0000082	ACB46474	DeepBGC-protein-unique	KijB3	BGC0000082	KijB3	True
BGC0000082	ACB46475	DeepBGC-protein-unique	KijC1	BGC0000082	KijC1	True
BGC0000082	ACB46476	DeepBGC-protein-unique	KijC2	BGC0000082	KijC2	True
BGC0000082	ACB46477	DeepBGC-protein-unique	KijC3	BGC0000082	KijC3	True
BGC0000082	ACB46478	DeepBGC-protein-unique	KijC4	BGC0000082	KijC4	True
BGC0000082	ACB46479	DeepBGC-protein-unique	KijC5	BGC0000082	KijC5	True
BGC0000082	ACB46480	DeepBGC-protein-unique	KijE	BGC0000082	KijE	True
BGC0000082	ACB46481	DeepBGC-protein-unique	KijD	BGC0000082	KijD	True
BGC0000082	ACB46483	DeepBGC-protein-unique	KijB	BGC0000082	KijB	True
BGC0000082	ACB46484	DeepBGC-protein-unique	KijA	BGC0000082	KijA	True
BGC0000082	ACB46485	DeepBGC-protein-unique	KijS5	BGC0000082	KijS5	True
BGC0000082	ACB46486	DeepBGC-protein-unique	KijS3	BGC0000082	KijS3	True
BGC0000082	ACB46487	DeepBGC-protein-unique	KijS2	BGC0000082	KijS2	True
BGC0000082	ACB46488	DeepBGC-protein-unique	KijS1	BGC0000082	KijS1	True
BGC0000082	ACB46489	DeepBGC-protein-unique	KijD1	BGC0000082	KijD1	True
BGC0000082	ACB46490	DeepBGC-protein-unique	KijD2	BGC0000082	KijD2	True
BGC0000082	ACB46491	DeepBGC-protein-unique	KijD3	BGC0000082	KijD3	True
BGC0000082	ACB46492	DeepBGC-protein-unique	KijD4	BGC0000082	KijD4	True
BGC0000082	ACB46493	DeepBGC-protein-unique	KijD5	BGC0000082	KijD5	True
BGC0000082	ACB46494	DeepBGC-protein-unique	KijD6	BGC0000082	KijD6	True
BGC0000082	ACB46495	DeepBGC-protein-unique	KijD7	BGC0000082	KijD7	True
BGC0000082	ACB46496	DeepBGC-protein-unique	KijD8	BGC0000082	KijD8	True
BGC0000082	ACB46497	DeepBGC-protein-unique	KijD9	BGC0000082	KijD9	True
BGC0000082	ACB46498	DeepBGC-protein-unique	KijD10	BGC0000082	KijD10	True
BGC0000082	ACB46499	DeepBGC-protein-unique	KijD11	BGC0000082	KijD11	True
BGC0000082	ACB46500	DeepBGC-protein-unique	KijD12	BGC0000082	KijD12	True
BGC0000087	AUTOORF_00001	DeepBGC-protein-unique		BGC0000087		False
BGC0000087	AUTOORF_00002	DeepBGC-protein-unique		BGC0000087		False
BGC0000087	AUTOORF_00003	DeepBGC-protein-unique		BGC0000087		False
BGC0000087	AUTOORF_00004	DeepBGC-protein-unique		BGC0000087		False
BGC0000101	CBF73676	DeepBGC-protein-unique	AN7998	BGC0000101	AN7998	False
BGC0000101	CBF73678	DeepBGC-protein-unique	ANIA_07999	BGC0000101	ANIA_07999	False
BGC0000103	CAE46843	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46844	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46845	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46846	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46847	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46848	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46849	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46850	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46851	DeepBGC-protein-unique		BGC0000103		False
BGC0000107	CBF74114	DeepBGC-protein-unique	AN8209	BGC0000107	AN8209	False
BGC0000121	AGQ21998	DeepBGC-protein-unique		BGC0000121		False
BGC0000129	EAL89229	DeepBGC-protein-unique	AFUA_6G13920	BGC0000129	AFUA_6G13920	True
BGC0000129	EAL89230	DeepBGC-protein-unique	AFUA_6G13930	BGC0000129	AFUA_6G13930	True
BGC0000129	EBA27371	DeepBGC-protein-unique	AFUA_6G13940	BGC0000129	AFUA_6G13940	True
BGC0000129	EBA27372	DeepBGC-protein-unique	AFUA_6G13945	BGC0000129	AFUA_6G13945	True
BGC0000129	EAL89233	DeepBGC-protein-unique	AFUA_6G13970	BGC0000129	AFUA_6G13970	True
BGC0000129	EAL89234	DeepBGC-protein-unique	AFUA_6G13980	BGC0000129	AFUA_6G13980	True
BGC0000129	EAL89235	DeepBGC-protein-unique	AFUA_6G13990	BGC0000129	AFUA_6G13990	True
BGC0000129	EAL89236	DeepBGC-protein-unique	AFUA_6G14000	BGC0000129	AFUA_6G14000	True
BGC0000137	ABV97146	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97147	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97148	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97150	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97151	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97152	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97153	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97154	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97155	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97156	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97158	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97159	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97160	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97161	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97162	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97163	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97164	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97165	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97166	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97167	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97168	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97169	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97170	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97171	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97172	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97173	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97174	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97175	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97176	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97177	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97178	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97179	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97180	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97181	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97182	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97183	DeepBGC-protein-unique		BGC0000137		False
BGC0000142	ABP55199	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55200	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55201	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55202	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55203	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55205	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55206	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55207	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55208	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55209	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55210	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55211	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55212	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55214	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55215	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55216	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55217	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55218	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55219	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55220	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55221	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55222	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55223	DeepBGC-protein-unique		BGC0000142		False
BGC0000149	AUTOORF_00001	DeepBGC-protein-unique		BGC0000149		False
BGC0000150	ABP55136	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55137	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55138	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55139	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55140	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55141	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55142	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55143	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55144	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55145	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55146	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55147	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55148	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55150	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55152	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55153	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55154	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55155	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55156	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55157	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55158	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55159	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55161	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55162	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55163	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55164	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55165	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55166	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55167	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55168	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55169	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55170	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55171	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55172	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55173	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55174	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55175	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55176	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55177	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55179	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55180	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55181	DeepBGC-protein-unique		BGC0000150		False
BGC0000151	CAJ88175	DeepBGC-protein-unique	SAM23877_7128	BGC0000151	SAM23877_7128	False
BGC0000151	CAJ88176	DeepBGC-protein-unique	SAM23877_7127	BGC0000151	SAM23877_7127	False
BGC0000151	CAJ88177	DeepBGC-protein-unique	SAM23877_7126	BGC0000151	SAM23877_7126	False
BGC0000151	CAJ88178	DeepBGC-protein-unique	SAM23877_7125	BGC0000151	SAM23877_7125	False
BGC0000151	CAJ88179	DeepBGC-protein-unique	SAM23877_7124	BGC0000151	SAM23877_7124	False
BGC0000151	CAJ88180	DeepBGC-protein-unique	SAM23877_7123	BGC0000151	SAM23877_7123	False
BGC0000151	CAJ88181	DeepBGC-protein-unique	SAMR0471	BGC0000151	SAMR0471	True
BGC0000151	CAJ88182	DeepBGC-protein-unique	SAM23877_7121	BGC0000151	SAM23877_7121	False
BGC0000151	CAJ88183	DeepBGC-protein-unique	SAM23877_7120	BGC0000151	SAM23877_7120	False
BGC0000151	CAJ88184	DeepBGC-protein-unique	SAM23877_7119	BGC0000151	SAM23877_7119	False
BGC0000151	CBZ41585	DeepBGC-protein-unique	SAM23877_7118	BGC0000151	SAM23877_7118	False
BGC0000151	CAJ88185	DeepBGC-protein-unique	SAM23877_7117	BGC0000151	SAM23877_7117	False
BGC0000151	CAJ88186	DeepBGC-protein-unique	SAM23877_7116	BGC0000151	SAM23877_7116	False
BGC0000151	CBZ41586	DeepBGC-protein-unique	SAM23877_7115	BGC0000151	SAM23877_7115	False
BGC0000151	CAJ88187	DeepBGC-protein-unique	SAM23877_7114	BGC0000151	SAM23877_7114	False
BGC0000151	CAJ88188	DeepBGC-protein-unique	SAM23877_7113	BGC0000151	SAM23877_7113	False
BGC0000151	CAJ88189	DeepBGC-protein-unique	SAMR0479	BGC0000151	SAMR0479	True
BGC0000151	CAJ88190	DeepBGC-protein-unique	SAM23877_7111	BGC0000151	SAM23877_7111	False
BGC0000151	CAJ88191	DeepBGC-protein-unique	SAM23877_7110	BGC0000151	SAM23877_7110	False
BGC0000151	CAJ88192	DeepBGC-protein-unique	SAM23877_7109	BGC0000151	SAM23877_7109	False
BGC0000151	CAJ88193	DeepBGC-protein-unique	SAM23877_7108	BGC0000151	SAM23877_7108	False
BGC0000151	CAJ88194	DeepBGC-protein-unique	SAM23877_7107	BGC0000151	SAM23877_7107	False
BGC0000151	CAJ88195	DeepBGC-protein-unique	SAM23877_7106	BGC0000151	SAM23877_7106	False
BGC0000151	CAJ88196	DeepBGC-protein-unique	SAM23877_7105	BGC0000151	SAM23877_7105	False
BGC0000151	CAJ88197	DeepBGC-protein-unique	SAM23877_7104	BGC0000151	SAM23877_7104	False
BGC0000154	EED17997	DeepBGC-protein-unique	TSTA_117720	BGC0000154	TSTA_117720	True
BGC0000154	EED17999	DeepBGC-protein-unique	TSTA_117730	BGC0000154	TSTA_117730	True
BGC0000154	EED17998	DeepBGC-protein-unique	TSTA_117730	BGC0000154	TSTA_117730	True
BGC0000154	EED18000	DeepBGC-protein-unique	TSTA_117740	BGC0000154	TSTA_117740	True
BGC0000154	EED18001	DeepBGC-protein-unique	TSTA_117750	BGC0000154	TSTA_117750	True
BGC0000154	EED18003	DeepBGC-protein-unique	TSTA_117760	BGC0000154	TSTA_117760	True
BGC0000154	EED18002	DeepBGC-protein-unique	TSTA_117760	BGC0000154	TSTA_117760	True
BGC0000154	EED18004	DeepBGC-protein-unique	TSTA_117770	BGC0000154	TSTA_117770	True
