accession	protein_id	source	orf_name	acc_norm	orf_norm	orf_in_mibig
BGC0000059	BAC68128	DeepBGC-protein-unique	SAVERM_418	BGC0000059	SAVERM_418	False
BGC0000059	BAC68129	DeepBGC-protein-unique	SAVERM_419	BGC0000059	SAVERM_419	False
BGC0000062	AAN74808	DeepBGC-protein-unique		BGC0000062		False
BGC0000062	AAN74810	DeepBGC-protein-unique		BGC0000062		False
BGC0000062	AAN74811	DeepBGC-protein-unique		BGC0000062		False
BGC0000062	AAN74812	DeepBGC-protein-unique		BGC0000062		False
BGC0000062	AAN74825	DeepBGC-protein-unique		BGC0000062		False
BGC0000087	AUTOORF_00001	DeepBGC-protein-unique		BGC0000087		False
BGC0000087	AUTOORF_00002	DeepBGC-protein-unique		BGC0000087		False
BGC0000087	AUTOORF_00003	DeepBGC-protein-unique		BGC0000087		False
BGC0000087	AUTOORF_00004	DeepBGC-protein-unique		BGC0000087		False
BGC0000101	CBF73676	DeepBGC-protein-unique	AN7998	BGC0000101	AN7998	False
BGC0000101	CBF73678	DeepBGC-protein-unique	ANIA_07999	BGC0000101	ANIA_07999	False
BGC0000103	CAE46843	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46844	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46845	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46846	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46847	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46848	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46849	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46850	DeepBGC-protein-unique		BGC0000103		False
BGC0000103	CAE46851	DeepBGC-protein-unique		BGC0000103		False
BGC0000107	CBF74114	DeepBGC-protein-unique	AN8209	BGC0000107	AN8209	False
BGC0000121	AGQ21998	DeepBGC-protein-unique		BGC0000121		False
BGC0000137	ABV97146	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97147	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97148	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97150	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97151	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97152	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97153	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97154	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97155	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97156	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97158	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97159	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97160	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97161	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97162	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97163	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97164	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97165	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97166	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97167	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97168	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97169	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97170	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97171	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97172	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97173	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97174	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97175	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97176	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97177	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97178	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97179	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97180	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97181	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97182	DeepBGC-protein-unique		BGC0000137		False
BGC0000137	ABV97183	DeepBGC-protein-unique		BGC0000137		False
BGC0000142	ABP55199	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55200	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55201	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55202	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55203	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55205	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55206	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55207	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55208	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55209	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55210	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55211	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55212	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55214	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55215	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55216	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55217	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55218	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55219	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55220	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55221	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55222	DeepBGC-protein-unique		BGC0000142		False
BGC0000142	ABP55223	DeepBGC-protein-unique		BGC0000142		False
BGC0000149	AUTOORF_00001	DeepBGC-protein-unique		BGC0000149		False
BGC0000150	ABP55136	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55137	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55138	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55139	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55140	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55141	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55142	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55143	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55144	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55145	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55146	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55147	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55148	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55150	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55152	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55153	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55154	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55155	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55156	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55157	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55158	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55159	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55161	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55162	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55163	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55164	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55165	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55166	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55167	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55168	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55169	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55170	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55171	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55172	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55173	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55174	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55175	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55176	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55177	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55179	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55180	DeepBGC-protein-unique		BGC0000150		False
BGC0000150	ABP55181	DeepBGC-protein-unique		BGC0000150		False
BGC0000151	CAJ88175	DeepBGC-protein-unique	SAM23877_7128	BGC0000151	SAM23877_7128	False
BGC0000151	CAJ88176	DeepBGC-protein-unique	SAM23877_7127	BGC0000151	SAM23877_7127	False
BGC0000151	CAJ88177	DeepBGC-protein-unique	SAM23877_7126	BGC0000151	SAM23877_7126	False
BGC0000151	CAJ88178	DeepBGC-protein-unique	SAM23877_7125	BGC0000151	SAM23877_7125	False
BGC0000151	CAJ88179	DeepBGC-protein-unique	SAM23877_7124	BGC0000151	SAM23877_7124	False
BGC0000151	CAJ88180	DeepBGC-protein-unique	SAM23877_7123	BGC0000151	SAM23877_7123	False
BGC0000151	CAJ88182	DeepBGC-protein-unique	SAM23877_7121	BGC0000151	SAM23877_7121	False
BGC0000151	CAJ88183	DeepBGC-protein-unique	SAM23877_7120	BGC0000151	SAM23877_7120	False
BGC0000151	CAJ88184	DeepBGC-protein-unique	SAM23877_7119	BGC0000151	SAM23877_7119	False
BGC0000151	CBZ41585	DeepBGC-protein-unique	SAM23877_7118	BGC0000151	SAM23877_7118	False
BGC0000151	CAJ88185	DeepBGC-protein-unique	SAM23877_7117	BGC0000151	SAM23877_7117	False
BGC0000151	CAJ88186	DeepBGC-protein-unique	SAM23877_7116	BGC0000151	SAM23877_7116	False
BGC0000151	CBZ41586	DeepBGC-protein-unique	SAM23877_7115	BGC0000151	SAM23877_7115	False
BGC0000151	CAJ88187	DeepBGC-protein-unique	SAM23877_7114	BGC0000151	SAM23877_7114	False
BGC0000151	CAJ88188	DeepBGC-protein-unique	SAM23877_7113	BGC0000151	SAM23877_7113	False
BGC0000151	CAJ88190	DeepBGC-protein-unique	SAM23877_7111	BGC0000151	SAM23877_7111	False
BGC0000151	CAJ88191	DeepBGC-protein-unique	SAM23877_7110	BGC0000151	SAM23877_7110	False
BGC0000151	CAJ88192	DeepBGC-protein-unique	SAM23877_7109	BGC0000151	SAM23877_7109	False
BGC0000151	CAJ88193	DeepBGC-protein-unique	SAM23877_7108	BGC0000151	SAM23877_7108	False
BGC0000151	CAJ88194	DeepBGC-protein-unique	SAM23877_7107	BGC0000151	SAM23877_7107	False
BGC0000151	CAJ88195	DeepBGC-protein-unique	SAM23877_7106	BGC0000151	SAM23877_7106	False
BGC0000151	CAJ88196	DeepBGC-protein-unique	SAM23877_7105	BGC0000151	SAM23877_7105	False
BGC0000151	CAJ88197	DeepBGC-protein-unique	SAM23877_7104	BGC0000151	SAM23877_7104	False
BGC0000172	ERM18782	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18783	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18785	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18788	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18789	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18790	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18791	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18792	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18793	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18794	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18795	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18796	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18797	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18798	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18799	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18800	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18801	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18802	DeepBGC-protein-unique		BGC0000172		False
BGC0000172	ERM18803	DeepBGC-protein-unique		BGC0000172		False
BGC0000179	CAN93344	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93345	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93346	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93347	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93348	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93349	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93350	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93351	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93352	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93353	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93354	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93356	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93357	DeepBGC-protein-unique		BGC0000179		False
BGC0000179	CAN93358	DeepBGC-protein-unique		BGC0000179		False
BGC0000185	ACR12697	DeepBGC-protein-unique		BGC0000185		False
BGC0000185	ACR11036	DeepBGC-protein-unique		BGC0000185		False
BGC0000185	ACR13997	DeepBGC-protein-unique		BGC0000185		False
BGC0000185	ACR12418	DeepBGC-protein-unique		BGC0000185		False
BGC0000185	ACR13065	DeepBGC-protein-unique		BGC0000185		False
BGC0000185	ACR11438	DeepBGC-protein-unique		BGC0000185		False
BGC0000185	ACR13893	DeepBGC-protein-unique		BGC0000185		False
BGC0000185	ACR12981	DeepBGC-protein-unique		BGC0000185		False
BGC0000185	ACR13421	DeepBGC-protein-unique		BGC0000185		False
BGC0000186	ABC36202	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC34599	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC33986	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC34675	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC34176	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC35867	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC35267	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC34601	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC34518	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC35804	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC35522	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC34832	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC34740	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC34917	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC35757	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC35295	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC35022	DeepBGC-protein-unique		BGC0000186		False
BGC0000186	ABC34138	DeepBGC-protein-unique		BGC0000186		False
BGC0000189	CBJ83012	DeepBGC-protein-unique		BGC0000189		False
BGC0000189	CBJ83013	DeepBGC-protein-unique		BGC0000189		False
BGC0000189	CBJ83014	DeepBGC-protein-unique		BGC0000189		False
BGC0000189	CBJ83015	DeepBGC-protein-unique		BGC0000189		False
BGC0000189	CBJ83016	DeepBGC-protein-unique		BGC0000189		False
BGC0000189	CBJ83018	DeepBGC-protein-unique		BGC0000189		False
BGC0000189	CBJ83019	DeepBGC-protein-unique		BGC0000189		False
BGC0000196	CAE16558	DeepBGC-protein-unique		BGC0000196		False
BGC0000196	CAE16559	DeepBGC-protein-unique		BGC0000196		False
BGC0000196	CAE16560	DeepBGC-protein-unique		BGC0000196		False
BGC0000196	CAE16561	DeepBGC-protein-unique		BGC0000196		False
BGC0000196	CAE16562	DeepBGC-protein-unique		BGC0000196		False
BGC0000196	CAE16563	DeepBGC-protein-unique		BGC0000196		False
BGC0000196	CAE16564	DeepBGC-protein-unique		BGC0000196		False
BGC0000196	CAE16565	DeepBGC-protein-unique		BGC0000196		False
BGC0000198	WP_029025939	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025940	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025941	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025942	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025943	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025944	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025946	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025948	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025949	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025950	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025951	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025952	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025953	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025954	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025955	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025956	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025957	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025958	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025959	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025960	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025961	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025962	DeepBGC-protein-unique		BGC0000198		False
BGC0000198	WP_029025963	DeepBGC-protein-unique		BGC0000198		False
BGC0000208	AHD25938	DeepBGC-protein-unique		BGC0000208		False
BGC0000235	EHM27493	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27494	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27495	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27496	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27497	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27498	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27499	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27500	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27501	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27502	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27503	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27504	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27505	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27506	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27507	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27508	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27509	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27510	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27511	DeepBGC-protein-unique		BGC0000235		False
BGC0000235	EHM27512	DeepBGC-protein-unique		BGC0000235		False
BGC0000241	ABP54623	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54624	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54625	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54626	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54627	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54628	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54629	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54631	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54632	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54634	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54635	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54636	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54637	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54638	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54639	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54640	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54641	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54642	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54643	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54644	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54645	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54646	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54647	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54648	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54649	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54650	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54651	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54653	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54654	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54655	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54656	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54657	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54658	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54659	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54660	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54661	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54662	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54663	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54664	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54665	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54667	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54668	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54669	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54670	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54671	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54672	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54673	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54674	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54675	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54676	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54677	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54679	DeepBGC-protein-unique		BGC0000241		False
BGC0000241	ABP54680	DeepBGC-protein-unique		BGC0000241		False
BGC0000248	AAD20267	DeepBGC-protein-unique		BGC0000248		False
BGC0000248	AAD20268	DeepBGC-protein-unique		BGC0000248		False
BGC0000248	AAD20269	DeepBGC-protein-unique		BGC0000248		False
BGC0000248	AAD20270	DeepBGC-protein-unique		BGC0000248		False
BGC0000282	BAG17299	DeepBGC-protein-unique		BGC0000282		False
BGC0000282	BAG17300	DeepBGC-protein-unique		BGC0000282		False
BGC0000282	BAG17301	DeepBGC-protein-unique		BGC0000282		False
BGC0000287	AAG05689	DeepBGC-protein-unique		BGC0000287		False
