accession	protein_id	source
BGC0000013	ANIA_07070	MIBiG
BGC0000014	ABK32246	MIBiG
BGC0000014	ABK32247	MIBiG
BGC0000014	ABK32248	MIBiG
BGC0000014	ABK32249	MIBiG
BGC0000014	ABK32250	MIBiG
BGC0000014	ABK32251	MIBiG
BGC0000014	ABK32252	MIBiG
BGC0000014	ABK32253	MIBiG
BGC0000014	ABK32254	MIBiG
BGC0000014	ABK32255	MIBiG
BGC0000014	ABK32256	MIBiG
BGC0000014	ABK32257	MIBiG
BGC0000014	ABK32258	MIBiG
BGC0000014	ABK32259	MIBiG
BGC0000014	ABK32260	MIBiG
BGC0000014	ABK32261	MIBiG
BGC0000014	ABK32262	MIBiG
BGC0000014	ABK32263	MIBiG
BGC0000014	ABK32264	MIBiG
BGC0000014	ABK32265	MIBiG
BGC0000014	ABK32266	MIBiG
BGC0000014	ABK32267	MIBiG
BGC0000014	ABK32268	MIBiG
BGC0000014	ABK32269	MIBiG
BGC0000014	ABK32270	MIBiG
BGC0000014	ABK32271	MIBiG
BGC0000014	ABK32272	MIBiG
BGC0000014	ABK32273	MIBiG
BGC0000014	ABK32274	MIBiG
BGC0000014	ABK32275	MIBiG
BGC0000014	ABK32276	MIBiG
BGC0000014	ABK32277	MIBiG
BGC0000014	ABK32278	MIBiG
BGC0000014	ABK32279	MIBiG
BGC0000016	AAV48834	MIBiG
BGC0000016	AAV48835	MIBiG
BGC0000016	AAV48836	MIBiG
BGC0000017	ACR33072	MIBiG
BGC0000017	ACR33073	MIBiG
BGC0000017	ACR33074	MIBiG
BGC0000017	ACR33075	MIBiG
BGC0000017	ACR33076	MIBiG
BGC0000017	ACR33077	MIBiG
BGC0000017	ACR33078	MIBiG
BGC0000017	ACR33079	MIBiG
BGC0000017	ACR33080	MIBiG
BGC0000017	ACR33081	MIBiG
BGC0000017	ACR33082	MIBiG
BGC0000017	ACR33083	MIBiG
BGC0000017	ACR33084	MIBiG
BGC0000017	ACR33085	MIBiG
BGC0000017	ACR33086	MIBiG
BGC0000018	ABY21538	MIBiG
BGC0000018	ABY21539	MIBiG
BGC0000018	ABY21540	MIBiG
BGC0000018	ABY21541	MIBiG
BGC0000018	ABY21542	MIBiG
BGC0000019	ABW91149	MIBiG
BGC0000019	ABW91150	MIBiG
BGC0000019	ABW91151	MIBiG
BGC0000019	ABW91152	MIBiG
BGC0000019	ABW91153	MIBiG
BGC0000019	ABW91154	MIBiG
BGC0000019	ABW91155	MIBiG
BGC0000019	ABW91156	MIBiG
BGC0000019	ABW91157	MIBiG
BGC0000019	ABW91158	MIBiG
BGC0000019	ABW91159	MIBiG
BGC0000019	ABW91160	MIBiG
BGC0000019	ABW91161	MIBiG
BGC0000020	AAM54115	MIBiG
BGC0000020	AAM54114	MIBiG
BGC0000020	AAM54113	MIBiG
BGC0000020	AAM54112	MIBiG
BGC0000020	AAM54111	MIBiG
BGC0000020	AAM54110	MIBiG
BGC0000020	AAM54109	MIBiG
BGC0000020	AAM54108	MIBiG
BGC0000020	AAM54107	MIBiG
BGC0000020	AAM54106	MIBiG
BGC0000020	AAM54105	MIBiG
BGC0000020	AAM54104	MIBiG
BGC0000020	AAM54103	MIBiG
BGC0000020	AAM54076	MIBiG
BGC0000020	AAM54075	MIBiG
BGC0000020	AAM54102	MIBiG
BGC0000020	AAM54101	MIBiG
BGC0000020	AAM54100	MIBiG
BGC0000020	AAM54099	MIBiG
BGC0000020	AAM54098	MIBiG
BGC0000020	AAM54097	MIBiG
BGC0000020	AAM54096	MIBiG
BGC0000020	AAM54095	MIBiG
BGC0000020	AAM54094	MIBiG
BGC0000020	AAM54093	MIBiG
BGC0000020	AAM54092	MIBiG
BGC0000020	AAM54091	MIBiG
BGC0000020	AAM54090	MIBiG
BGC0000020	AAM54089	MIBiG
BGC0000020	AAM54088	MIBiG
BGC0000020	AAM54087	MIBiG
BGC0000020	AAM54078	MIBiG
BGC0000020	AAM54077	MIBiG
BGC0000020	AAM54086	MIBiG
BGC0000020	AAM54085	MIBiG
BGC0000020	AAM54084	MIBiG
BGC0000020	AAM54083	MIBiG
BGC0000020	AAM54082	MIBiG
BGC0000020	AAM54081	MIBiG
BGC0000020	AAM54080	MIBiG
BGC0000020	AAM54079	MIBiG
BGC0000021	AEP40905	MIBiG
BGC0000021	AEP40906	MIBiG
BGC0000021	AEP40907	MIBiG
BGC0000021	AEP40908	MIBiG
BGC0000021	AEP40909	MIBiG
BGC0000021	AEP40910	MIBiG
BGC0000021	AEP40911	MIBiG
BGC0000021	AEP40912	MIBiG
BGC0000021	AEP40913	MIBiG
BGC0000021	AEP40914	MIBiG
BGC0000021	AEP40915	MIBiG
BGC0000021	AEP40916	MIBiG
BGC0000021	AEP40917	MIBiG
BGC0000021	AEP40918	MIBiG
BGC0000021	AEP40919	MIBiG
BGC0000021	AEP40920	MIBiG
BGC0000021	AEP40921	MIBiG
BGC0000021	AEP40922	MIBiG
BGC0000021	AEP40923	MIBiG
BGC0000021	AEP40924	MIBiG
BGC0000021	AEP40925	MIBiG
BGC0000021	AEP40926	MIBiG
BGC0000021	AEP40927	MIBiG
BGC0000021	AEP40928	MIBiG
BGC0000021	AEP40929	MIBiG
BGC0000021	AEP40930	MIBiG
BGC0000021	AEP40931	MIBiG
BGC0000021	AEP40932	MIBiG
BGC0000021	AEP40933	MIBiG
BGC0000021	AEP40934	MIBiG
BGC0000021	AEP40935	MIBiG
BGC0000021	AEP40936	MIBiG
BGC0000021	AEP40937	MIBiG
BGC0000021	AEP40938	MIBiG
BGC0000021	AEP40939	MIBiG
BGC0000021	AEP40940	MIBiG
BGC0000021	AEP40941	MIBiG
BGC0000021	AEP40942	MIBiG
BGC0000021	AEP40943	MIBiG
BGC0000022	AN1027	MIBiG
BGC0000022	AN1028	MIBiG
BGC0000022	AN1029	MIBiG
BGC0000022	AN1030	MIBiG
BGC0000022	AN1031	MIBiG
BGC0000022	AN1032	MIBiG
BGC0000022	AN1033	MIBiG
BGC0000022	AN1034	MIBiG
BGC0000022	AN1035	MIBiG
BGC0000022	AN1036	MIBiG
BGC0000022	AN1037	MIBiG
BGC0000023	CAO98841	MIBiG
BGC0000023	CAO98842	MIBiG
BGC0000023	CAO98843	MIBiG
BGC0000023	CAO98844	MIBiG
BGC0000023	CAO98845	MIBiG
BGC0000023	CAO98846	MIBiG
BGC0000023	CAO98847	MIBiG
BGC0000023	CAO98879	MIBiG
BGC0000023	CAO98848	MIBiG
BGC0000023	CAO98849	MIBiG
BGC0000023	CAO98850	MIBiG
BGC0000023	CAO98851	MIBiG
BGC0000023	CAO98852	MIBiG
BGC0000023	CAO98853	MIBiG
BGC0000024	CAE02599	MIBiG
BGC0000024	CAE02600	MIBiG
BGC0000024	CAE02601	MIBiG
BGC0000024	CAE02602	MIBiG
BGC0000024	CAE02603	MIBiG
BGC0000024	CAE02604	MIBiG
BGC0000024	CAE02605	MIBiG
BGC0000024	CAE02606	MIBiG
BGC0000024	CAE02607	MIBiG
BGC0000026	AAK83161	MIBiG
BGC0000026	AAK83162	MIBiG
BGC0000026	AAK83163	MIBiG
BGC0000026	AAK83164	MIBiG
BGC0000026	AAK83165	MIBiG
BGC0000026	AAG32066	MIBiG
BGC0000026	AAK83166	MIBiG
BGC0000026	AAK83167	MIBiG
BGC0000026	AAK83168	MIBiG
BGC0000026	AAG32067	MIBiG
BGC0000026	AAK83169	MIBiG
BGC0000026	AAK83170	MIBiG
BGC0000026	AAK83171	MIBiG
BGC0000026	AAK83172	MIBiG
BGC0000026	AAK83173	MIBiG
BGC0000026	AAK83174	MIBiG
BGC0000026	AAK83175	MIBiG
BGC0000026	AAK83176	MIBiG
BGC0000026	AAK83177	MIBiG
BGC0000026	AAK83178	MIBiG
BGC0000026	AAK83194	MIBiG
BGC0000026	AAK83195	MIBiG
BGC0000026	AAK83196	MIBiG
BGC0000026	AAK83179	MIBiG
BGC0000026	AAK83180	MIBiG
BGC0000026	AAK83181	MIBiG
BGC0000026	AAK83182	MIBiG
BGC0000026	AAK83183	MIBiG
BGC0000026	AAK83184	MIBiG
BGC0000026	AAK83185	MIBiG
BGC0000026	AAK83186	MIBiG
BGC0000026	AAK83187	MIBiG
BGC0000026	AAK83188	MIBiG
BGC0000026	AAK83189	MIBiG
BGC0000026	AAG32068	MIBiG
BGC0000026	AAG32069	MIBiG
BGC0000026	AAK83190	MIBiG
BGC0000026	AAK83191	MIBiG
BGC0000026	AAK83192	MIBiG
BGC0000026	AAK83193	MIBiG
BGC0000027	2360	MIBiG
BGC0000027	2361	MIBiG
BGC0000027	2362MpPKS5	MIBiG
BGC0000027	2363R1	MIBiG
BGC0000027	2364A	MIBiG
BGC0000027	2365B	MIBiG
BGC0000027	2366C	MIBiG
BGC0000027	2367B	MIBiG
BGC0000027	2368E	MIBiG
BGC0000027	2369	MIBiG
BGC0000027	2370R2	MIBiG
BGC0000027	2371MpFasA2	MIBiG
BGC0000027	2372MpFasB2	MIBiG
BGC0000027	2373	MIBiG
BGC0000027	2374	MIBiG
BGC0000027	2375	MIBiG
BGC0000027	2376	MIBiG
BGC0000027	2377	MIBiG
BGC0000027	2378	MIBiG
BGC0000027	2379	MIBiG
BGC0000027	2380	MIBiG
BGC0000027	2381F	MIBiG
BGC0000027	2382	MIBiG
BGC0000027	2383	MIBiG
BGC0000028	ADC79613	MIBiG
BGC0000028	ADC79614	MIBiG
BGC0000028	ADC79615	MIBiG
BGC0000028	ADC79616	MIBiG
BGC0000028	ADC79617	MIBiG
BGC0000028	ADC79618	MIBiG
BGC0000028	ADC79619	MIBiG
BGC0000028	ADC79620	MIBiG
BGC0000028	ADC79621	MIBiG
BGC0000028	ADC79622	MIBiG
BGC0000028	ADC79623	MIBiG
BGC0000028	ADC79624	MIBiG
BGC0000028	ADC79625	MIBiG
BGC0000028	ADC79626	MIBiG
BGC0000028	ADC79627	MIBiG
BGC0000028	ADC79628	MIBiG
BGC0000028	ADC79629	MIBiG
BGC0000028	ADC79630	MIBiG
BGC0000029	ACO94452	MIBiG
BGC0000029	ACO94453	MIBiG
BGC0000029	ACO94454	MIBiG
BGC0000029	ACO94455	MIBiG
BGC0000029	ACO94456	MIBiG
BGC0000029	ACO94457	MIBiG
BGC0000029	ACO94458	MIBiG
BGC0000029	ACO94459	MIBiG
BGC0000029	ACO94460	MIBiG
BGC0000029	ACO94461	MIBiG
BGC0000029	ACO94462	MIBiG
BGC0000029	ACO94463	MIBiG
BGC0000029	ACO94464	MIBiG
BGC0000029	ACO94465	MIBiG
BGC0000029	ACO94466	MIBiG
BGC0000029	ACO94467	MIBiG
BGC0000029	ACO94468	MIBiG
BGC0000029	ACO94469	MIBiG
BGC0000029	ACO94470	MIBiG
BGC0000029	ACO94471	MIBiG
BGC0000029	ACO94472	MIBiG
BGC0000029	ACO94473	MIBiG
BGC0000029	ACO94474	MIBiG
BGC0000029	ACO94475	MIBiG
BGC0000029	ACO94476	MIBiG
BGC0000029	ACO94477	MIBiG
BGC0000029	ACO94478	MIBiG
BGC0000029	ACO94479	MIBiG
BGC0000030	FFUJ_14916	MIBiG
BGC0000030	FFUJ_06742	MIBiG
BGC0000030	FFUJ_06743	MIBiG
BGC0000030	FFUJ_06744	MIBiG
BGC0000030	FFUJ_06745	MIBiG
BGC0000030	FFUJ_06746	MIBiG
BGC0000030	FFUJ_06747	MIBiG
BGC0000031	CAE45653	MIBiG
BGC0000031	CAE45654	MIBiG
BGC0000031	CAE45655	MIBiG
BGC0000031	CAE45656	MIBiG
BGC0000031	CAE45657	MIBiG
BGC0000031	CAE45658	MIBiG
BGC0000031	CAE45659	MIBiG
BGC0000031	CAE45660	MIBiG
BGC0000031	CAE45661	MIBiG
BGC0000031	CAE45662	MIBiG
BGC0000031	CAE45663	MIBiG
BGC0000031	CAE45664	MIBiG
BGC0000031	CAE45665	MIBiG
BGC0000031	CAE45666	MIBiG
BGC0000031	CAE45667	MIBiG
BGC0000031	CAE45668	MIBiG
BGC0000031	CAE45669	MIBiG
BGC0000031	CAE45670	MIBiG
BGC0000031	CAE45671	MIBiG
BGC0000031	CAE45672	MIBiG
BGC0000031	CAE45673	MIBiG
BGC0000031	CAE45674	MIBiG
BGC0000031	CAE45675	MIBiG
BGC0000031	CAE45676	MIBiG
BGC0000031	CAE45677	MIBiG
BGC0000031	CAE45678	MIBiG
BGC0000031	CAE45679	MIBiG
BGC0000031	CAE45680	MIBiG
BGC0000031	CAE45681	MIBiG
BGC0000031	CAE45682	MIBiG
BGC0000031	CAE45683	MIBiG
BGC0000031	CAE45684	MIBiG
BGC0000031	CAE45685	MIBiG
BGC0000031	CAE45686	MIBiG
BGC0000031	CAE45687	MIBiG
BGC0000031	CAE45688	MIBiG
BGC0000031	CAE45689	MIBiG
BGC0000031	CAE45690	MIBiG
BGC0000031	CAE45691	MIBiG
BGC0000031	CAE45692	MIBiG
BGC0000031	CAE45693	MIBiG
BGC0000031	CAE45694	MIBiG
BGC0000031	CAE45695	MIBiG
BGC0000032	AEH42470	MIBiG
BGC0000032	AEH42471	MIBiG
BGC0000032	AEH42472	MIBiG
BGC0000032	AEH42473	MIBiG
BGC0000032	AEH42474	MIBiG
BGC0000032	AEH42475	MIBiG
BGC0000032	AEH42476	MIBiG
BGC0000032	AEH42477	MIBiG
BGC0000032	AEH42478	MIBiG
BGC0000032	AEH42479	MIBiG
BGC0000032	AEH42480	MIBiG
BGC0000032	AEH42481	MIBiG
BGC0000032	AEH42482	MIBiG
BGC0000032	AEH42483	MIBiG
BGC0000032	AEH42484	MIBiG
BGC0000032	AEH42485	MIBiG
BGC0000032	AEH42486	MIBiG
BGC0000032	AEH42487	MIBiG
BGC0000032	AEH42488	MIBiG
BGC0000032	AEH42489	MIBiG
BGC0000032	AEH42490	MIBiG
BGC0000032	AEH42491	MIBiG
BGC0000032	AEH42492	MIBiG
BGC0000032	AEH42493	MIBiG
BGC0000032	AEH42494	MIBiG
BGC0000032	AEH42495	MIBiG
BGC0000032	AEH42496	MIBiG
BGC0000032	AEH42497	MIBiG
BGC0000032	AEH42498	MIBiG
BGC0000033	AAM94759	MIBiG
BGC0000033	AAM94760	MIBiG
BGC0000033	AAM94761	MIBiG
BGC0000033	AAM94762	MIBiG
BGC0000033	AAM94763	MIBiG
BGC0000033	AAM94764	MIBiG
BGC0000033	AAM94765	MIBiG
BGC0000033	AAM94766	MIBiG
BGC0000033	AAM94767	MIBiG
BGC0000033	AAM94768	MIBiG
BGC0000033	AAM94769	MIBiG
BGC0000033	AAM94770	MIBiG
BGC0000033	AAM94771	MIBiG
BGC0000033	AAM94772	MIBiG
BGC0000033	AAM94773	MIBiG
BGC0000033	AAM94774	MIBiG
BGC0000033	AAM94775	MIBiG
BGC0000033	AAM94776	MIBiG
BGC0000033	AAM94777	MIBiG
BGC0000033	AAM94778	MIBiG
BGC0000033	AAM94779	MIBiG
BGC0000033	AAM94780	MIBiG
BGC0000033	AAM94781	MIBiG
BGC0000033	AAM94782	MIBiG
BGC0000033	AAM94783	MIBiG
BGC0000033	AAM94784	MIBiG
BGC0000033	AAM94785	MIBiG
BGC0000033	AAM94786	MIBiG
BGC0000033	AAM94787	MIBiG
BGC0000033	AAM94788	MIBiG
BGC0000033	AAM94789	MIBiG
BGC0000033	AAM94790	MIBiG
BGC0000033	AAM94791	MIBiG
BGC0000033	AAM94792	MIBiG
BGC0000033	AAM94793	MIBiG
BGC0000033	AAM94794	MIBiG
BGC0000033	AAM94795	MIBiG
BGC0000033	AAM70329	MIBiG
BGC0000033	AAM70330	MIBiG
BGC0000033	AAM70331	MIBiG
BGC0000033	AAM70332	MIBiG
BGC0000033	AAM70333	MIBiG
BGC0000033	AAM70334	MIBiG
BGC0000033	AAM70335	MIBiG
BGC0000033	AAM70336	MIBiG
BGC0000033	AAM70337	MIBiG
BGC0000033	AAM70338	MIBiG
BGC0000033	AAM70339	MIBiG
BGC0000033	AAM70340	MIBiG
BGC0000033	AAM70341	MIBiG
BGC0000033	AAM70342	MIBiG
BGC0000033	AAM70343	MIBiG
BGC0000033	AAM94796	MIBiG
BGC0000033	AAM70345	MIBiG
BGC0000033	AAM70346	MIBiG
BGC0000033	AAM70347	MIBiG
BGC0000033	AAM70348	MIBiG
BGC0000033	AAM70349	MIBiG
BGC0000033	AAM94797	MIBiG
BGC0000033	AAM94798	MIBiG
BGC0000033	AAM94799	MIBiG
BGC0000033	AAM70353	MIBiG
BGC0000033	AAM70354	MIBiG
BGC0000033	AAM70355	MIBiG
BGC0000033	AAM70356	MIBiG
BGC0000033	AAM70357	MIBiG
BGC0000033	AAM70358	MIBiG
BGC0000033	AAM70359	MIBiG
BGC0000033	AAM94800	MIBiG
BGC0000033	AAM70361	MIBiG
BGC0000033	AAM70362	MIBiG
BGC0000033	AAM70363	MIBiG
BGC0000033	AAM94801	MIBiG
BGC0000033	AAM70365	MIBiG
BGC0000034	AAQ82549	MIBiG
BGC0000034	AAQ82550	MIBiG
BGC0000034	AAQ82551	MIBiG
BGC0000034	AAQ82552	MIBiG
BGC0000034	AAQ82553	MIBiG
BGC0000034	AAQ82554	MIBiG
BGC0000034	AAQ82555	MIBiG
BGC0000034	AAQ82556	MIBiG
BGC0000034	AAQ82557	MIBiG
BGC0000034	AAQ82558	MIBiG
BGC0000034	AAQ82559	MIBiG
BGC0000034	AAQ82560	MIBiG
BGC0000034	AAQ82561	MIBiG
BGC0000034	AAQ82562	MIBiG
BGC0000034	AAQ82563	MIBiG
BGC0000034	AAQ82564	MIBiG
BGC0000034	AAQ82565	MIBiG
BGC0000034	AAQ82566	MIBiG
BGC0000034	AAQ82567	MIBiG
BGC0000034	AAQ82568	MIBiG
BGC0000034	AAQ82569	MIBiG
BGC0000035	AAS79439	MIBiG
BGC0000035	AAS79440	MIBiG
BGC0000035	AAS79441	MIBiG
BGC0000035	AAS79442	MIBiG
BGC0000035	AAS79443	MIBiG
BGC0000035	AAS79444	MIBiG
BGC0000035	AAS79445	MIBiG
BGC0000035	AAS79446	MIBiG
BGC0000035	AAS79447	MIBiG
BGC0000035	AAS79448	MIBiG
BGC0000035	AAS79449	MIBiG
BGC0000035	AAS79450	MIBiG
BGC0000035	AAS79451	MIBiG
BGC0000035	AAS79452	MIBiG
BGC0000035	AAS79453	MIBiG
BGC0000035	AAS79454	MIBiG
BGC0000035	AAS79455	MIBiG
BGC0000035	AAS79456	MIBiG
BGC0000035	AAS79457	MIBiG
BGC0000035	AAS79458	MIBiG
BGC0000035	AAS79459	MIBiG
BGC0000035	AAS79460	MIBiG
BGC0000035	AAS79461	MIBiG
